team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,review_by,review_umpire,review_batter,review_decision,review_type,wides,legbyes,byes,player_out,wicket_kind,subbed_in,subbed_out,subbed_team,subbed_reason,fielders_name,target_overs,target_runs,current_team_total,source_file,noballs,is_fielder_sub,umpires_call,injury_subbed_in,injury_subbed_out,is_non_boundary
Gujarat Titans,16,1.0,0.1,5.6,mandatory,Shubman Gill,SP Narine,JC Buttler,0,0,0,,,,,,,,,,,,,,,,20.0,248.0,177,1529303.csv,,,,,,
Gujarat Titans,16,2.0,0.1,5.6,mandatory,Shubman Gill,SP Narine,JC Buttler,0,0,0,,,,,,,,,Shubman Gill,caught,,,,,AS Roy,20.0,248.0,177,1529303.csv,,,,,,
Gujarat Titans,16,3.0,0.1,5.6,mandatory,B Sai Sudharsan,SP Narine,JC Buttler,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,178,1529303.csv,,,,,,
Gujarat Titans,16,4.0,0.1,5.6,mandatory,JC Buttler,SP Narine,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,179,1529303.csv,,,,,,
Gujarat Titans,16,5.0,0.1,5.6,mandatory,B Sai Sudharsan,SP Narine,JC Buttler,2,0,2,,,,,,,,,,,,,,,,20.0,248.0,181,1529303.csv,,,,,,
Gujarat Titans,16,6.0,0.1,5.6,mandatory,B Sai Sudharsan,SP Narine,JC Buttler,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,182,1529303.csv,,,,,,
Gujarat Titans,17,1.0,0.1,5.6,mandatory,B Sai Sudharsan,Kartik Tyagi,JC Buttler,6,0,6,,,,,,,,,,,,,,,,20.0,248.0,188,1529303.csv,,,,,,
Gujarat Titans,17,2.0,0.1,5.6,mandatory,B Sai Sudharsan,Kartik Tyagi,JC Buttler,4,0,4,,,,,,,,,,,,,,,,20.0,248.0,192,1529303.csv,,,,,,
Gujarat Titans,17,3.0,0.1,5.6,mandatory,B Sai Sudharsan,Kartik Tyagi,JC Buttler,0,0,0,,,,,,,,,,,,,,,,20.0,248.0,192,1529303.csv,,,,,,
Gujarat Titans,17,4.0,0.1,5.6,mandatory,B Sai Sudharsan,Kartik Tyagi,JC Buttler,4,0,4,,,,,,,,,,,,,,,,20.0,248.0,196,1529303.csv,,,,,,
Gujarat Titans,17,5.0,0.1,5.6,mandatory,B Sai Sudharsan,Kartik Tyagi,JC Buttler,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,197,1529303.csv,,,,,,
Gujarat Titans,17,6.0,0.1,5.6,mandatory,JC Buttler,Kartik Tyagi,B Sai Sudharsan,6,0,6,,,,,,,,,,,,,,,,20.0,248.0,203,1529303.csv,,,,,,
Gujarat Titans,18,1.0,0.1,5.6,mandatory,B Sai Sudharsan,SR Dubey,JC Buttler,0,0,0,,,,,,,,,,,,,,,,20.0,248.0,203,1529303.csv,,,,,,
Gujarat Titans,18,2.0,0.1,5.6,mandatory,B Sai Sudharsan,SR Dubey,JC Buttler,0,0,0,,,,,,,,,,,,,,,,20.0,248.0,203,1529303.csv,,,,,,
Gujarat Titans,18,3.0,0.1,5.6,mandatory,B Sai Sudharsan,SR Dubey,JC Buttler,0,1,1,,,,,,1.0,,,,,,,,,,20.0,248.0,204,1529303.csv,,,,,,
Gujarat Titans,18,4.0,0.1,5.6,mandatory,B Sai Sudharsan,SR Dubey,JC Buttler,2,0,2,,,,,,,,,,,,,,,,20.0,248.0,206,1529303.csv,,,,,,
Gujarat Titans,18,5.0,0.1,5.6,mandatory,B Sai Sudharsan,SR Dubey,JC Buttler,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,207,1529303.csv,,,,,,
Gujarat Titans,18,6.0,0.1,5.6,mandatory,JC Buttler,SR Dubey,B Sai Sudharsan,0,0,0,,,,,,,,,JC Buttler,caught,,,,,Ramandeep Singh,20.0,248.0,207,1529303.csv,,True,,,,
Gujarat Titans,18,7.0,0.1,5.6,mandatory,R Tewatia,SR Dubey,B Sai Sudharsan,1,0,1,,,,,,,,,,,R Tewatia,Mohammed Siraj,Gujarat Titans,impact_player,,20.0,248.0,208,1529303.csv,,,,,,
Gujarat Titans,19,1.0,0.1,5.6,mandatory,R Tewatia,C Green,B Sai Sudharsan,0,1,1,,,,,,,1.0,,,,,,,,,20.0,248.0,209,1529303.csv,,,,,,
Gujarat Titans,19,2.0,0.1,5.6,mandatory,B Sai Sudharsan,C Green,R Tewatia,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,210,1529303.csv,,,,,,
Gujarat Titans,19,3.0,0.1,5.6,mandatory,R Tewatia,C Green,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,211,1529303.csv,,,,,,
Gujarat Titans,19,4.0,0.1,5.6,mandatory,B Sai Sudharsan,C Green,R Tewatia,6,0,6,,,,,,,,,,,,,,,,20.0,248.0,217,1529303.csv,,,,,,
Gujarat Titans,19,5.0,0.1,5.6,mandatory,B Sai Sudharsan,C Green,R Tewatia,1,0,1,,,,,,,,,,,,,,,,20.0,248.0,218,1529303.csv,,,,,,
Gujarat Titans,19,6.0,0.1,5.6,mandatory,R Tewatia,C Green,B Sai Sudharsan,0,0,0,,,,,,,,,R Tewatia,caught,,,,,A Raghuvanshi,20.0,248.0,218,1529303.csv,,,,,,
Royal Challengers Bengaluru,0,1.0,0.1,5.6,mandatory,JG Bethell,Arshdeep Singh,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,1,1529304.csv,,,,,,
Royal Challengers Bengaluru,0,2.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,JG Bethell,0,0,0,,,,,,,,,,,,,,,,,,1,1529304.csv,,,,,,
Royal Challengers Bengaluru,0,3.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,JG Bethell,0,0,0,,,,,,,,,,,,,,,,,,1,1529304.csv,,,,,,
Royal Challengers Bengaluru,0,4.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,JG Bethell,1,0,1,,,,,,,,,,,,,,,,,,2,1529304.csv,,,,,,
Royal Challengers Bengaluru,0,5.0,0.1,5.6,mandatory,JG Bethell,Arshdeep Singh,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,3,1529304.csv,,,,,,
Royal Challengers Bengaluru,0,6.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,JG Bethell,1,0,1,,,,,,,,,,,,,,,,,,4,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,1.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,JG Bethell,0,0,0,,,,,,,,,,,,,,,,,,4,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,2.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,JG Bethell,6,0,6,,,,,,,,,,,,,,,,,,10,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,3.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,JG Bethell,0,1,1,,,,,,1.0,,,,,,,,,,,,11,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,4.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,JG Bethell,1,0,1,,,,,,,,,,,,,,,,,,12,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,5.0,0.1,5.6,mandatory,JG Bethell,Azmatullah Omarzai,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,16,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,6.0,0.1,5.6,mandatory,JG Bethell,Azmatullah Omarzai,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,16,1529304.csv,,,,,,
Royal Challengers Bengaluru,1,7.0,0.1,5.6,mandatory,JG Bethell,Azmatullah Omarzai,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,17,1529304.csv,,,,,,
Royal Challengers Bengaluru,2,1.0,0.1,5.6,mandatory,JG Bethell,Harpreet Brar,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,21,1529304.csv,,,,,,
Royal Challengers Bengaluru,2,2.0,0.1,5.6,mandatory,JG Bethell,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,JG Bethell,bowled,,,,,,,,21,1529304.csv,,,,,,
Royal Challengers Bengaluru,2,3.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,27,1529304.csv,,,,,,
Royal Challengers Bengaluru,2,4.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,27,1529304.csv,,,,,,
Royal Challengers Bengaluru,2,5.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,27,1529304.csv,,,,,,
Royal Challengers Bengaluru,2,6.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,27,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,1.0,0.1,5.6,mandatory,V Kohli,LH Ferguson,D Padikkal,6,0,6,,,,,,,,,,,,,,,,,,33,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,2.0,0.1,5.6,mandatory,V Kohli,LH Ferguson,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,34,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,3.0,0.1,5.6,mandatory,D Padikkal,LH Ferguson,V Kohli,0,1,1,,,,,,1.0,,,,,,,,,,,,35,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,4.0,0.1,5.6,mandatory,D Padikkal,LH Ferguson,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,39,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,5.0,0.1,5.6,mandatory,D Padikkal,LH Ferguson,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,39,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,6.0,0.1,5.6,mandatory,D Padikkal,LH Ferguson,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,40,1529304.csv,,,,,,
Royal Challengers Bengaluru,3,7.0,0.1,5.6,mandatory,V Kohli,LH Ferguson,D Padikkal,0,0,0,,,,,,,,,,,,,,,,,,40,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,1.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,44,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,2.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,0,1,1,,,,,,1.0,,,,,,,,,,,,45,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,3.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,45,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,4.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,46,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,5.0,0.1,5.6,mandatory,V Kohli,Harpreet Brar,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,47,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,6.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,48,1529304.csv,,,,,,
Royal Challengers Bengaluru,4,7.0,0.1,5.6,mandatory,V Kohli,Harpreet Brar,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,49,1529304.csv,,,,,,
Royal Challengers Bengaluru,5,1.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,D Padikkal,4,0,4,,,,,,,,,,,,,,,,,,53,1529304.csv,,,,,,
Royal Challengers Bengaluru,5,2.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,54,1529304.csv,,,,,,
Royal Challengers Bengaluru,5,3.0,0.1,5.6,mandatory,D Padikkal,Arshdeep Singh,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,55,1529304.csv,,,,,,
Royal Challengers Bengaluru,5,4.0,0.1,5.6,mandatory,V Kohli,Arshdeep Singh,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,56,1529304.csv,,,,,,
Royal Challengers Bengaluru,5,5.0,0.1,5.6,mandatory,D Padikkal,Arshdeep Singh,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,60,1529304.csv,,,,,,
Royal Challengers Bengaluru,5,6.0,0.1,5.6,mandatory,D Padikkal,Arshdeep Singh,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,61,1529304.csv,,,,,,
Royal Challengers Bengaluru,6,1.0,0.1,5.6,mandatory,D Padikkal,YS Chahal,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,67,1529304.csv,,,,,,
Royal Challengers Bengaluru,6,2.0,0.1,5.6,mandatory,D Padikkal,YS Chahal,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,68,1529304.csv,,,,,,
Royal Challengers Bengaluru,6,3.0,0.1,5.6,mandatory,V Kohli,YS Chahal,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,69,1529304.csv,,,,,,
Royal Challengers Bengaluru,6,4.0,0.1,5.6,mandatory,D Padikkal,YS Chahal,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,70,1529304.csv,,,,,,
Royal Challengers Bengaluru,6,5.0,0.1,5.6,mandatory,V Kohli,YS Chahal,D Padikkal,4,0,4,,,,,,,,,,,,,,,,,,74,1529304.csv,,,,,,
Royal Challengers Bengaluru,6,6.0,0.1,5.6,mandatory,V Kohli,YS Chahal,D Padikkal,1,1,2,,,,,,,,,,,,,,,,,,76,1529304.csv,1.0,,,,,
Royal Challengers Bengaluru,6,7.0,0.1,5.6,mandatory,D Padikkal,YS Chahal,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,82,1529304.csv,,,,,,
Royal Challengers Bengaluru,7,1.0,0.1,5.6,mandatory,V Kohli,Shashank Singh,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,83,1529304.csv,,,,,,
Royal Challengers Bengaluru,7,2.0,0.1,5.6,mandatory,D Padikkal,Shashank Singh,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,84,1529304.csv,,,,,,
Royal Challengers Bengaluru,7,3.0,0.1,5.6,mandatory,V Kohli,Shashank Singh,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,85,1529304.csv,,,,,,
Royal Challengers Bengaluru,7,4.0,0.1,5.6,mandatory,D Padikkal,Shashank Singh,V Kohli,2,0,2,,,,,,,,,,,,,,,,,,87,1529304.csv,,,,,,
Royal Challengers Bengaluru,7,5.0,0.1,5.6,mandatory,D Padikkal,Shashank Singh,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,91,1529304.csv,,,,,,
Royal Challengers Bengaluru,7,6.0,0.1,5.6,mandatory,D Padikkal,Shashank Singh,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,91,1529304.csv,,,,,,
Royal Challengers Bengaluru,8,1.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,92,1529304.csv,,,,,,
Royal Challengers Bengaluru,8,2.0,0.1,5.6,mandatory,D Padikkal,Azmatullah Omarzai,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,92,1529304.csv,,,,,,
Royal Challengers Bengaluru,8,3.0,0.1,5.6,mandatory,D Padikkal,Azmatullah Omarzai,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,93,1529304.csv,,,,,,
Royal Challengers Bengaluru,8,4.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,D Padikkal,4,0,4,,,,,,,,,,,,,,,,,,97,1529304.csv,,,,,,
Royal Challengers Bengaluru,8,5.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,D Padikkal,0,0,0,,,,,,,,,,,,,,,,,,97,1529304.csv,,,,,,
Royal Challengers Bengaluru,8,6.0,0.1,5.6,mandatory,V Kohli,Azmatullah Omarzai,D Padikkal,0,0,0,,,,,,,,,,,,,,,,,,97,1529304.csv,,,,,,
Royal Challengers Bengaluru,9,1.0,0.1,5.6,mandatory,D Padikkal,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,D Padikkal,caught,,,,,SS Iyer,,,97,1529304.csv,,,,,,
Royal Challengers Bengaluru,9,2.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,98,1529304.csv,,,,,,
Royal Challengers Bengaluru,9,3.0,0.1,5.6,mandatory,V Kohli,Harpreet Brar,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,99,1529304.csv,,,,,,
Royal Challengers Bengaluru,9,4.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,2,0,2,,,,,,,,,,,,,,,,,,101,1529304.csv,,,,,,
Royal Challengers Bengaluru,9,5.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,101,1529304.csv,,,,,,
Royal Challengers Bengaluru,9,6.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,101,1529304.csv,,,,,,
Royal Challengers Bengaluru,10,1.0,0.1,5.6,mandatory,V Kohli,YS Chahal,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,102,1529304.csv,,,,,,
Royal Challengers Bengaluru,10,2.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,102,1529304.csv,,,,,,
Royal Challengers Bengaluru,10,3.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,103,1529304.csv,,,,,,
Royal Challengers Bengaluru,10,4.0,0.1,5.6,mandatory,V Kohli,YS Chahal,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,104,1529304.csv,,,,,,
Royal Challengers Bengaluru,10,5.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,104,1529304.csv,,,,,,
Royal Challengers Bengaluru,10,6.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,108,1529304.csv,,,,,,
Royal Challengers Bengaluru,11,1.0,0.1,5.6,mandatory,V Kohli,Shashank Singh,VR Iyer,6,0,6,,,,,,,,,,,,,,,,,,114,1529304.csv,,,,,,
Royal Challengers Bengaluru,11,2.0,0.1,5.6,mandatory,V Kohli,Shashank Singh,VR Iyer,2,0,2,,,,,,,,,,,,,,,,,,116,1529304.csv,,,,,,
Royal Challengers Bengaluru,11,3.0,0.1,5.6,mandatory,V Kohli,Shashank Singh,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,117,1529304.csv,,,,,,
Royal Challengers Bengaluru,11,4.0,0.1,5.6,mandatory,VR Iyer,Shashank Singh,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,118,1529304.csv,,,,,,
Royal Challengers Bengaluru,11,5.0,0.1,5.6,mandatory,V Kohli,Shashank Singh,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,119,1529304.csv,,,,,,
Royal Challengers Bengaluru,11,6.0,0.1,5.6,mandatory,VR Iyer,Shashank Singh,V Kohli,0,1,1,,,,,,,,1.0,,,,,,,,,,120,1529304.csv,,,,,,
Royal Challengers Bengaluru,12,1.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,120,1529304.csv,,,,,,
Royal Challengers Bengaluru,12,2.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,124,1529304.csv,,,,,,
Royal Challengers Bengaluru,12,3.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,125,1529304.csv,,,,,,
Royal Challengers Bengaluru,12,4.0,0.1,5.6,mandatory,V Kohli,LH Ferguson,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,126,1529304.csv,,,,,,
Royal Challengers Bengaluru,12,5.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,127,1529304.csv,,,,,,
Royal Challengers Bengaluru,12,6.0,0.1,5.6,mandatory,V Kohli,LH Ferguson,VR Iyer,4,0,4,,,,,,,,,,,,,,,,,,131,1529304.csv,,,,,,
Royal Challengers Bengaluru,13,1.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,135,1529304.csv,,,,,,
Royal Challengers Bengaluru,13,2.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,4,0,4,,,,,,,,,,,,,,,,,,139,1529304.csv,,,,,,
Royal Challengers Bengaluru,13,3.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,140,1529304.csv,,,,,,
Royal Challengers Bengaluru,13,4.0,0.1,5.6,mandatory,V Kohli,Harpreet Brar,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,141,1529304.csv,,,,,,
Royal Challengers Bengaluru,13,5.0,0.1,5.6,mandatory,VR Iyer,Harpreet Brar,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,142,1529304.csv,,,,,,
Royal Challengers Bengaluru,13,6.0,0.1,5.6,mandatory,V Kohli,Harpreet Brar,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,143,1529304.csv,,,,,,
Royal Challengers Bengaluru,14,1.0,0.1,5.6,mandatory,V Kohli,YS Chahal,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,144,1529304.csv,,,,,,
Royal Challengers Bengaluru,14,2.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,150,1529304.csv,,,,,,
Royal Challengers Bengaluru,14,3.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,150,1529304.csv,,,,,,
Royal Challengers Bengaluru,14,4.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,156,1529304.csv,,,,,,
Royal Challengers Bengaluru,14,5.0,0.1,5.6,mandatory,VR Iyer,YS Chahal,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,157,1529304.csv,,,,,,
Royal Challengers Bengaluru,14,6.0,0.1,5.6,mandatory,V Kohli,YS Chahal,VR Iyer,0,0,0,,,,,,,,,V Kohli,caught,,,,,Priyansh Arya,,,157,1529304.csv,,,,,,
Royal Challengers Bengaluru,15,1.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,1,0,1,,,,,,,,,,,,,,,,,,158,1529304.csv,,,,,,
Royal Challengers Bengaluru,15,2.0,0.1,5.6,mandatory,TH David,Azmatullah Omarzai,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,159,1529304.csv,,,,,,
Royal Challengers Bengaluru,15,3.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,0,0,0,,,,,,,,,,,,,,,,,,159,1529304.csv,,,,,,
Royal Challengers Bengaluru,15,4.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,4,0,4,,,,,,,,,,,,,,,,,,163,1529304.csv,,,,,,
Royal Challengers Bengaluru,15,5.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,4,0,4,,,,,,,,,,,,,,,,,,167,1529304.csv,,,,,,
Royal Challengers Bengaluru,15,6.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,1,0,1,,,,,,,,,,,,,,,,,,168,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,1.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,TH David,1,0,1,,,,,,,,,,,,,,,,,,169,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,2.0,0.1,5.6,mandatory,TH David,LH Ferguson,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,170,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,3.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,TH David,6,0,6,,,,,,,,,,,,,,,,,,176,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,4.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,TH David,4,0,4,,,,,,,,,,,,,,,,,,180,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,5.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,TH David,0,1,1,,,,,,1.0,,,,,,,,,,,,181,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,6.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,TH David,0,0,0,,,,,,,,,,,,,,,,,,181,1529304.csv,,,,,,
Royal Challengers Bengaluru,16,7.0,0.1,5.6,mandatory,VR Iyer,LH Ferguson,TH David,6,0,6,,,,,,,,,,,,,,,,,,187,1529304.csv,,,,,,
Royal Challengers Bengaluru,17,1.0,0.1,5.6,mandatory,TH David,Arshdeep Singh,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,188,1529304.csv,,,,,,
Royal Challengers Bengaluru,17,2.0,0.1,5.6,mandatory,VR Iyer,Arshdeep Singh,TH David,1,0,1,,,,,,,,,,,,,,,,,,189,1529304.csv,,,,,,
Royal Challengers Bengaluru,17,3.0,0.1,5.6,mandatory,TH David,Arshdeep Singh,VR Iyer,6,0,6,,,,,,,,,,,,,,,,,,195,1529304.csv,,,,,,
Royal Challengers Bengaluru,17,4.0,0.1,5.6,mandatory,TH David,Arshdeep Singh,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,196,1529304.csv,,,,,,
Royal Challengers Bengaluru,17,5.0,0.1,5.6,mandatory,VR Iyer,Arshdeep Singh,TH David,4,0,4,,,,,,,,,,,,,,,,,,200,1529304.csv,,,,,,
Royal Challengers Bengaluru,17,6.0,0.1,5.6,mandatory,VR Iyer,Arshdeep Singh,TH David,0,0,0,,,,,,,,,,,,,,,,,,200,1529304.csv,,,,,,
Royal Challengers Bengaluru,18,1.0,0.1,5.6,mandatory,TH David,Azmatullah Omarzai,VR Iyer,2,0,2,,,,,,,,,,,MP Stoinis,YS Chahal,Punjab Kings,impact_player,,,,202,1529304.csv,,,,,,
Royal Challengers Bengaluru,18,2.0,0.1,5.6,mandatory,TH David,Azmatullah Omarzai,VR Iyer,1,0,1,,,,,,,,,,,,,,,,,,203,1529304.csv,,,,,,
Royal Challengers Bengaluru,18,3.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,0,0,0,,,,,,,,,,,,,,,,,,203,1529304.csv,,,,,,
Royal Challengers Bengaluru,18,4.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,0,0,0,Punjab Kings,AT Holdstock,VR Iyer,struck down,wicket,,,,,,,,,,,,,203,1529304.csv,,,,,,
Royal Challengers Bengaluru,18,5.0,0.1,5.6,mandatory,VR Iyer,Azmatullah Omarzai,TH David,1,0,1,,,,,,,,,,,,,,,,,,204,1529304.csv,,,,,,
Royal Challengers Bengaluru,18,6.0,0.1,5.6,mandatory,TH David,Azmatullah Omarzai,VR Iyer,4,0,4,,,,,,,,,,,,,,,,,,208,1529304.csv,,,,,,
Royal Challengers Bengaluru,19,1.0,0.1,5.6,mandatory,VR Iyer,Arshdeep Singh,TH David,1,0,1,,,,,,,,,,,,,,,,,,209,1529304.csv,,,,,,
