team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,noballs,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Mumbai Indians,7,3,0.1,5.6,mandatory,RG Sharma,Avesh Khan,RD Rickelton,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,93
Mumbai Indians,7,4,0.1,5.6,mandatory,RD Rickelton,Avesh Khan,RG Sharma,0,1,1,1.0,,,,,,,,,,,,,,,20.0,229.0,94
Mumbai Indians,7,5,0.1,5.6,mandatory,RD Rickelton,Avesh Khan,RG Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,100
Mumbai Indians,7,6,0.1,5.6,mandatory,RD Rickelton,Avesh Khan,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,101
Mumbai Indians,7,7,0.1,5.6,mandatory,RG Sharma,Avesh Khan,RD Rickelton,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,102
Mumbai Indians,8,1,0.1,5.6,mandatory,RG Sharma,M Siddharth,RD Rickelton,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,108
Mumbai Indians,8,2,0.1,5.6,mandatory,RG Sharma,M Siddharth,RD Rickelton,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,109
Mumbai Indians,8,3,0.1,5.6,mandatory,RD Rickelton,M Siddharth,RG Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,115
Mumbai Indians,8,4,0.1,5.6,mandatory,RD Rickelton,M Siddharth,RG Sharma,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,115
Mumbai Indians,8,5,0.1,5.6,mandatory,RD Rickelton,M Siddharth,RG Sharma,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,119
Mumbai Indians,8,6,0.1,5.6,mandatory,RD Rickelton,M Siddharth,RG Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,125
Mumbai Indians,9,1,0.1,5.6,mandatory,RG Sharma,Prince Yadav,RD Rickelton,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,129
Mumbai Indians,9,2,0.1,5.6,mandatory,RG Sharma,Prince Yadav,RD Rickelton,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,129
Mumbai Indians,9,3,0.1,5.6,mandatory,RG Sharma,Prince Yadav,RD Rickelton,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,129
Mumbai Indians,9,4,0.1,5.6,mandatory,RG Sharma,Prince Yadav,RD Rickelton,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,129
Mumbai Indians,9,5,0.1,5.6,mandatory,RG Sharma,Prince Yadav,RD Rickelton,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,130
Mumbai Indians,9,6,0.1,5.6,mandatory,RD Rickelton,Prince Yadav,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,131
Mumbai Indians,10,1,0.1,5.6,mandatory,RD Rickelton,Mohsin Khan,RG Sharma,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,135
Mumbai Indians,10,2,0.1,5.6,mandatory,RD Rickelton,Mohsin Khan,RG Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,141
Mumbai Indians,10,3,0.1,5.6,mandatory,RD Rickelton,Mohsin Khan,RG Sharma,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,141
Mumbai Indians,10,4,0.1,5.6,mandatory,RD Rickelton,Mohsin Khan,RG Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,147
Mumbai Indians,10,5,0.1,5.6,mandatory,RD Rickelton,Mohsin Khan,RG Sharma,0,0,0,,,,,,,,,RD Rickelton,caught,,,,,JP Inglis,20.0,229.0,147
Mumbai Indians,10,6,0.1,5.6,mandatory,Tilak Varma,Mohsin Khan,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,148
Mumbai Indians,11,1,0.1,5.6,mandatory,Tilak Varma,Mohammed Shami,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,149
Mumbai Indians,11,2,0.1,5.6,mandatory,RG Sharma,Mohammed Shami,Tilak Varma,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,153
Mumbai Indians,11,3,0.1,5.6,mandatory,RG Sharma,Mohammed Shami,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,154
Mumbai Indians,11,4,0.1,5.6,mandatory,Tilak Varma,Mohammed Shami,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,155
Mumbai Indians,11,5,0.1,5.6,mandatory,RG Sharma,Mohammed Shami,Tilak Varma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,161
Mumbai Indians,11,6,0.1,5.6,mandatory,RG Sharma,Mohammed Shami,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,162
Mumbai Indians,12,1,0.1,5.6,mandatory,RG Sharma,Avesh Khan,Tilak Varma,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,166
Mumbai Indians,12,2,0.1,5.6,mandatory,RG Sharma,Avesh Khan,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,167
Mumbai Indians,12,3,0.1,5.6,mandatory,Tilak Varma,Avesh Khan,RG Sharma,0,1,1,,,,,,,,1.0,,,,,,,,20.0,229.0,168
Mumbai Indians,12,4,0.1,5.6,mandatory,RG Sharma,Avesh Khan,Tilak Varma,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,174
Mumbai Indians,12,5,0.1,5.6,mandatory,RG Sharma,Avesh Khan,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,175
Mumbai Indians,12,6,0.1,5.6,mandatory,Tilak Varma,Avesh Khan,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,176
Mumbai Indians,13,1,0.1,5.6,mandatory,Tilak Varma,M Siddharth,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,177
Mumbai Indians,13,2,0.1,5.6,mandatory,RG Sharma,M Siddharth,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,178
Mumbai Indians,13,3,0.1,5.6,mandatory,Tilak Varma,M Siddharth,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,179
Mumbai Indians,13,4,0.1,5.6,mandatory,RG Sharma,M Siddharth,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,180
Mumbai Indians,13,5,0.1,5.6,mandatory,Tilak Varma,M Siddharth,RG Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,181
Mumbai Indians,13,6,0.1,5.6,mandatory,RG Sharma,M Siddharth,Tilak Varma,0,0,0,,,,,,,,,RG Sharma,caught,,,,,Mohammed Shami,20.0,229.0,181
Mumbai Indians,14,1,0.1,5.6,mandatory,Tilak Varma,Mohsin Khan,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,182
Mumbai Indians,14,2,0.1,5.6,mandatory,SA Yadav,Mohsin Khan,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,183
Mumbai Indians,14,3,0.1,5.6,mandatory,Tilak Varma,Mohsin Khan,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,184
Mumbai Indians,14,4,0.1,5.6,mandatory,SA Yadav,Mohsin Khan,Tilak Varma,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,188
Mumbai Indians,14,5,0.1,5.6,mandatory,SA Yadav,Mohsin Khan,Tilak Varma,0,1,1,1.0,,,,,,,,,,,,,,,20.0,229.0,189
Mumbai Indians,14,6,0.1,5.6,mandatory,SA Yadav,Mohsin Khan,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,190
Mumbai Indians,14,7,0.1,5.6,mandatory,Tilak Varma,Mohsin Khan,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,191
Mumbai Indians,15,1,0.1,5.6,mandatory,Tilak Varma,M Siddharth,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,192
Mumbai Indians,15,2,0.1,5.6,mandatory,SA Yadav,M Siddharth,Tilak Varma,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,193
Mumbai Indians,15,3,0.1,5.6,mandatory,Tilak Varma,M Siddharth,SA Yadav,0,0,0,,,,,,,,,Tilak Varma,caught,,,,,AK Markram,20.0,229.0,193
Mumbai Indians,15,4,0.1,5.6,mandatory,Naman Dhir,M Siddharth,SA Yadav,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,193
Mumbai Indians,15,5,0.1,5.6,mandatory,Naman Dhir,M Siddharth,SA Yadav,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,193
Mumbai Indians,15,6,0.1,5.6,mandatory,Naman Dhir,M Siddharth,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,194
Mumbai Indians,16,1,0.1,5.6,mandatory,Naman Dhir,Prince Yadav,SA Yadav,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,198
Mumbai Indians,16,2,0.1,5.6,mandatory,Naman Dhir,Prince Yadav,SA Yadav,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,202
Mumbai Indians,16,3,0.1,5.6,mandatory,Naman Dhir,Prince Yadav,SA Yadav,0,0,0,,,,,,,,,,,,,,,,20.0,229.0,202
Mumbai Indians,16,4,0.1,5.6,mandatory,Naman Dhir,Prince Yadav,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,203
Mumbai Indians,16,5,0.1,5.6,mandatory,SA Yadav,Prince Yadav,Naman Dhir,0,1,1,1.0,,,,,,,,,,,,,,,20.0,229.0,204
Mumbai Indians,16,6,0.1,5.6,mandatory,SA Yadav,Prince Yadav,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,205
Mumbai Indians,16,7,0.1,5.6,mandatory,Naman Dhir,Prince Yadav,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,206
Mumbai Indians,17,1,0.1,5.6,mandatory,Naman Dhir,Mohammed Shami,SA Yadav,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,212
Mumbai Indians,17,2,0.1,5.6,mandatory,Naman Dhir,Mohammed Shami,SA Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,213
Mumbai Indians,17,3,0.1,5.6,mandatory,SA Yadav,Mohammed Shami,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,217
Mumbai Indians,17,4,0.1,5.6,mandatory,SA Yadav,Mohammed Shami,Naman Dhir,0,0,0,,,,,,,,,SA Yadav,caught,,,,,N Pooran,20.0,229.0,217
Mumbai Indians,17,5,0.1,5.6,mandatory,WG Jacks,Mohammed Shami,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,218
Mumbai Indians,17,6,0.1,5.6,mandatory,Naman Dhir,Mohammed Shami,WG Jacks,4,0,4,,,,,,,,,,,,,,,,20.0,229.0,222
Mumbai Indians,18,1,0.1,5.6,mandatory,WG Jacks,Avesh Khan,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,20.0,229.0,224
Mumbai Indians,18,2,0.1,5.6,mandatory,WG Jacks,Avesh Khan,Naman Dhir,0,1,1,1.0,,,,,,,,,,,,,,,20.0,229.0,225
Mumbai Indians,18,3,0.1,5.6,mandatory,WG Jacks,Avesh Khan,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,226
Mumbai Indians,18,4,0.1,5.6,mandatory,Naman Dhir,Avesh Khan,WG Jacks,1,0,1,,,,,,,,,,,,,,,,20.0,229.0,227
Mumbai Indians,18,5,0.1,5.6,mandatory,WG Jacks,Avesh Khan,Naman Dhir,6,0,6,,,,,,,,,,,,,,,,20.0,229.0,233
