team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,legbyes,wides,review_by,review_umpire,review_batter,review_decision,review_type,umpires_call,byes,player_out,wicket_kind,overs_deliveries_replacements.role_in,overs_deliveries_replacements.role_out,overs_deliveries_replacements.role_reason,overs_deliveries_replacements.role_role,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,overs_deliveries_wickets_fielders_substitute,target_overs,target_runs,current_team_total
Royal Challengers Bengaluru,4,5,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,54
Royal Challengers Bengaluru,4,6,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,55
Royal Challengers Bengaluru,5,1,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,2,0,2,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,57
Royal Challengers Bengaluru,5,2,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,58
Royal Challengers Bengaluru,5,3,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,58
Royal Challengers Bengaluru,5,4,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,59
Royal Challengers Bengaluru,5,5,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,60
Royal Challengers Bengaluru,5,6,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,60
Royal Challengers Bengaluru,6,1,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,61
Royal Challengers Bengaluru,6,2,0.1,5.6,mandatory,D Padikkal,DS Rathi,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,62
Royal Challengers Bengaluru,6,3,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,62
Royal Challengers Bengaluru,6,4,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,63
Royal Challengers Bengaluru,6,5,0.1,5.6,mandatory,D Padikkal,DS Rathi,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,64
Royal Challengers Bengaluru,6,6,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,65
Royal Challengers Bengaluru,7,1,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,66
Royal Challengers Bengaluru,7,2,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,D Padikkal,caught,,,,,,,,,Himmat Singh,True,20.0,147.0,66
Royal Challengers Bengaluru,7,3,0.1,5.6,mandatory,RM Patidar,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,66
Royal Challengers Bengaluru,7,4,0.1,5.6,mandatory,RM Patidar,Avesh Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,67
Royal Challengers Bengaluru,7,5,0.1,5.6,mandatory,V Kohli,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,67
Royal Challengers Bengaluru,7,6,0.1,5.6,mandatory,V Kohli,Avesh Khan,RM Patidar,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,68
Royal Challengers Bengaluru,8,1,0.1,5.6,mandatory,V Kohli,Mohammed Shami,RM Patidar,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,68
Royal Challengers Bengaluru,8,2,0.1,5.6,mandatory,V Kohli,Mohammed Shami,RM Patidar,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,69
Royal Challengers Bengaluru,8,3,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,69
Royal Challengers Bengaluru,8,4,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,75
Royal Challengers Bengaluru,8,5,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,81
Royal Challengers Bengaluru,8,6,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,81
Royal Challengers Bengaluru,9,1,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,82
Royal Challengers Bengaluru,9,2,0.1,5.6,mandatory,RM Patidar,GF Linde,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,83
Royal Challengers Bengaluru,9,3,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,84
Royal Challengers Bengaluru,9,4,0.1,5.6,mandatory,RM Patidar,GF Linde,V Kohli,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,85
Royal Challengers Bengaluru,9,5,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,85
Royal Challengers Bengaluru,9,6,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,86
Royal Challengers Bengaluru,10,1,0.1,5.6,mandatory,V Kohli,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,V Kohli,caught,,,,,,,,,N Pooran,,20.0,147.0,86
Royal Challengers Bengaluru,10,2,0.1,5.6,mandatory,JM Sharma,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,86
Royal Challengers Bengaluru,10,3,0.1,5.6,mandatory,JM Sharma,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,86
Royal Challengers Bengaluru,10,4,0.1,5.6,mandatory,JM Sharma,Avesh Khan,RM Patidar,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,87
Royal Challengers Bengaluru,10,5,0.1,5.6,mandatory,RM Patidar,Avesh Khan,JM Sharma,4,0,4,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,91
Royal Challengers Bengaluru,10,6,0.1,5.6,mandatory,RM Patidar,Avesh Khan,JM Sharma,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,92
Royal Challengers Bengaluru,11,1,0.1,5.6,mandatory,RM Patidar,DS Rathi,JM Sharma,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,93
Royal Challengers Bengaluru,11,2,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,2,0,2,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,95
Royal Challengers Bengaluru,11,3,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,101
Royal Challengers Bengaluru,11,4,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,4,0,4,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,105
Royal Challengers Bengaluru,11,5,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,111
Royal Challengers Bengaluru,11,6,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,4,0,4,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,115
Royal Challengers Bengaluru,12,1,0.1,5.6,mandatory,RM Patidar,Prince Yadav,JM Sharma,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,121
Royal Challengers Bengaluru,12,2,0.1,5.6,mandatory,RM Patidar,Prince Yadav,JM Sharma,0,0,0,,,,,,,,,,RM Patidar,caught,,,,,,,,,DS Rathi,,20.0,147.0,121
Royal Challengers Bengaluru,12,3,0.1,5.6,mandatory,TH David,Prince Yadav,JM Sharma,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,122
Royal Challengers Bengaluru,12,4,0.1,5.6,mandatory,JM Sharma,Prince Yadav,TH David,0,0,0,,,,,,,,,,JM Sharma,caught,,,,,,,,,MD Choudhary,,20.0,147.0,122
Royal Challengers Bengaluru,12,5,0.1,5.6,mandatory,R Shepherd,Prince Yadav,TH David,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,123
Royal Challengers Bengaluru,12,6,0.1,5.6,mandatory,TH David,Prince Yadav,R Shepherd,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,123
Royal Challengers Bengaluru,13,1,0.1,5.6,mandatory,R Shepherd,DS Rathi,TH David,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,124
Royal Challengers Bengaluru,13,2,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,124
Royal Challengers Bengaluru,13,3,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,124
Royal Challengers Bengaluru,13,4,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,130
Royal Challengers Bengaluru,13,5,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,2,0,2,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,132
Royal Challengers Bengaluru,13,6,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,4,0,4,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,136
Royal Challengers Bengaluru,14,1,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,136
Royal Challengers Bengaluru,14,2,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,136
Royal Challengers Bengaluru,14,3,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,137
Royal Challengers Bengaluru,14,4,0.1,5.6,mandatory,TH David,Avesh Khan,R Shepherd,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,138
Royal Challengers Bengaluru,14,5,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,6,0,6,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,144
Royal Challengers Bengaluru,14,6,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,1,0,1,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,145
Royal Challengers Bengaluru,15,1,0.1,5.6,mandatory,R Shepherd,GF Linde,TH David,4,0,4,,,,,,,,,,,,,,,,,,,,,,20.0,147.0,149
