team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,8,7,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,66
Delhi Capitals,9,1,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,4,0,4,,,,,,,,,,,,,,,20.0,163.0,70
Delhi Capitals,9,2,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,71
Delhi Capitals,9,3,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,72
Delhi Capitals,9,4,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,73
Delhi Capitals,9,5,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,0,0,0,,,,,,,,P Nissanka,caught,,,,,M Markande,20.0,163.0,73
Delhi Capitals,9,6,0.1,5.6,mandatory,DA Miller,MJ Santner,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,73
Delhi Capitals,10,1,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,73
Delhi Capitals,10,2,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,4,0,4,,,,,,,,,,,,,,,20.0,163.0,77
Delhi Capitals,10,3,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,4,0,4,,,,,,,,,,,,,,,20.0,163.0,81
Delhi Capitals,10,4,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,81
Delhi Capitals,10,5,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,6,0,6,,,,,,,,,,,,,,,20.0,163.0,87
Delhi Capitals,10,6,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,6,0,6,,,,,,,,,,,,,,,20.0,163.0,93
Delhi Capitals,11,1,0.1,5.6,mandatory,DA Miller,M Markande,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,94
Delhi Capitals,11,2,0.1,5.6,mandatory,Sameer Rizvi,M Markande,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,94
Delhi Capitals,11,3,0.1,5.6,mandatory,Sameer Rizvi,M Markande,DA Miller,6,0,6,,,,,,,,,,,,,,,20.0,163.0,100
Delhi Capitals,11,4,0.1,5.6,mandatory,Sameer Rizvi,M Markande,DA Miller,6,0,6,,,,,,,,,,,,,,,20.0,163.0,106
Delhi Capitals,11,5,0.1,5.6,mandatory,Sameer Rizvi,M Markande,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,106
Delhi Capitals,11,6,0.1,5.6,mandatory,Sameer Rizvi,M Markande,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,107
Delhi Capitals,12,1,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,107
Delhi Capitals,12,2,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,107
Delhi Capitals,12,3,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,108
Delhi Capitals,12,4,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,108
Delhi Capitals,12,5,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,108
Delhi Capitals,12,6,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,108
Delhi Capitals,13,1,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,DA Miller,4,0,4,,,,,,,,,,,,,,,20.0,163.0,112
Delhi Capitals,13,2,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,112
Delhi Capitals,13,3,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,DA Miller,6,0,6,,,,,,,,,,,,,,,20.0,163.0,118
Delhi Capitals,13,4,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,DA Miller,2,0,2,,,,,,,,,,,,,,,20.0,163.0,120
Delhi Capitals,13,5,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,120
Delhi Capitals,13,6,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,121
Delhi Capitals,14,1,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,DA Miller,4,0,4,,,,,,,,,,,,,,,20.0,163.0,125
Delhi Capitals,14,2,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,126
Delhi Capitals,14,3,0.1,5.6,mandatory,DA Miller,SN Thakur,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,127
Delhi Capitals,14,4,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,DA Miller,4,0,4,,,,,,,,,,,,,,,20.0,163.0,131
Delhi Capitals,14,5,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,DA Miller,0,1,1,1.0,,,,,,,,,,,,,,20.0,163.0,132
Delhi Capitals,14,6,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,132
Delhi Capitals,14,7,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,DA Miller,6,0,6,,,,,,,,,,,,,,,20.0,163.0,138
Delhi Capitals,15,1,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,139
Delhi Capitals,15,2,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,140
Delhi Capitals,15,3,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,144
Delhi Capitals,15,4,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,0,1,1,1.0,,,,,,,,,,,,,,20.0,163.0,145
Delhi Capitals,15,5,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,149
Delhi Capitals,15,6,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,149
Delhi Capitals,15,7,0.1,5.6,mandatory,DA Miller,JJ Bumrah,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,149
Delhi Capitals,16,1,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,2,0,2,,,,,,,,,,,,,,,20.0,163.0,151
Delhi Capitals,16,2,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,DA Miller,0,0,0,,,,,,,,Sameer Rizvi,caught,,,,,Tilak Varma,20.0,163.0,151
Delhi Capitals,16,3,0.1,5.6,mandatory,T Stubbs,C Bosch,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,152
Delhi Capitals,16,4,0.1,5.6,mandatory,DA Miller,C Bosch,T Stubbs,0,0,0,,,,,,,,,,,,,,,20.0,163.0,152
Delhi Capitals,16,5,0.1,5.6,mandatory,DA Miller,C Bosch,T Stubbs,0,0,0,,,,,,,,,,,,,,,20.0,163.0,152
Delhi Capitals,16,6,0.1,5.6,mandatory,DA Miller,C Bosch,T Stubbs,0,0,0,,,,,,,,,,,,,,,20.0,163.0,152
Delhi Capitals,17,1,0.1,5.6,mandatory,T Stubbs,SN Thakur,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,153
Delhi Capitals,17,2,0.1,5.6,mandatory,DA Miller,SN Thakur,T Stubbs,4,0,4,,,,,,,,,,,,,,,20.0,163.0,157
Delhi Capitals,17,3,0.1,5.6,mandatory,DA Miller,SN Thakur,T Stubbs,1,0,1,,,,,,,,,,,,,,,20.0,163.0,158
Delhi Capitals,17,4,0.1,5.6,mandatory,T Stubbs,SN Thakur,DA Miller,1,0,1,,,,,,,,,,,,,,,20.0,163.0,159
Delhi Capitals,17,5,0.1,5.6,mandatory,DA Miller,SN Thakur,T Stubbs,1,0,1,,,,,,,,,,,,,,,20.0,163.0,160
Delhi Capitals,17,6,0.1,5.6,mandatory,T Stubbs,SN Thakur,DA Miller,0,0,0,,,,,,,,,,,,,,,20.0,163.0,160
Delhi Capitals,18,1,0.1,5.6,mandatory,DA Miller,C Bosch,T Stubbs,4,0,4,,,,,,,,,,,,,,,20.0,163.0,164
