team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Sunrisers Hyderabad,13,4,0.1,5.7,mandatory,Nithish Kumar Reddy,B Muzarabani,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,153
Sunrisers Hyderabad,13,5,0.1,5.7,mandatory,H Klaasen,B Muzarabani,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,154
Sunrisers Hyderabad,13,6,0.1,5.7,mandatory,Nithish Kumar Reddy,B Muzarabani,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,155
Sunrisers Hyderabad,14,1,0.1,5.7,mandatory,Nithish Kumar Reddy,SP Narine,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,156
Sunrisers Hyderabad,14,2,0.1,5.7,mandatory,H Klaasen,SP Narine,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,157
Sunrisers Hyderabad,14,3,0.1,5.7,mandatory,Nithish Kumar Reddy,SP Narine,H Klaasen,4,0,4,,,,,,,,,,,,,,,,,161
Sunrisers Hyderabad,14,4,0.1,5.7,mandatory,Nithish Kumar Reddy,SP Narine,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,162
Sunrisers Hyderabad,14,5,0.1,5.7,mandatory,H Klaasen,SP Narine,Nithish Kumar Reddy,4,0,4,,,,,,,,,,,,,,,,,166
Sunrisers Hyderabad,14,6,0.1,5.7,mandatory,H Klaasen,SP Narine,Nithish Kumar Reddy,2,0,2,,,,,,,,,,,,,,,,,168
Sunrisers Hyderabad,15,1,0.1,5.7,mandatory,Nithish Kumar Reddy,Kartik Tyagi,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,169
Sunrisers Hyderabad,15,2,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,170
Sunrisers Hyderabad,15,3,0.1,5.7,mandatory,Nithish Kumar Reddy,Kartik Tyagi,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,171
Sunrisers Hyderabad,15,4,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,172
Sunrisers Hyderabad,15,5,0.1,5.7,mandatory,Nithish Kumar Reddy,Kartik Tyagi,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,173
Sunrisers Hyderabad,15,6,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,0,1,1,1.0,,,,,,,,,,,,,,,,174
Sunrisers Hyderabad,15,7,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,175
Sunrisers Hyderabad,16,1,0.1,5.7,mandatory,H Klaasen,VG Arora,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,176
Sunrisers Hyderabad,16,2,0.1,5.7,mandatory,Nithish Kumar Reddy,VG Arora,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,177
Sunrisers Hyderabad,16,3,0.1,5.7,mandatory,H Klaasen,VG Arora,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,,,177
Sunrisers Hyderabad,16,4,0.1,5.7,mandatory,H Klaasen,VG Arora,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,178
Sunrisers Hyderabad,16,5,0.1,5.7,mandatory,Nithish Kumar Reddy,VG Arora,H Klaasen,0,0,0,,,,,,,,,,,,,,,,,178
Sunrisers Hyderabad,16,6,0.1,5.7,mandatory,Nithish Kumar Reddy,VG Arora,H Klaasen,6,0,6,,,,,,,,,,,,,,,,,184
Sunrisers Hyderabad,17,1,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,,,184
Sunrisers Hyderabad,17,2,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,6,0,6,,,,,,,,,,,,,,,,,190
Sunrisers Hyderabad,17,3,0.1,5.7,mandatory,H Klaasen,Kartik Tyagi,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,,,191
Sunrisers Hyderabad,17,4,0.1,5.7,mandatory,Nithish Kumar Reddy,Kartik Tyagi,H Klaasen,4,0,4,,,,,,,,,,,,,,,,,195
Sunrisers Hyderabad,17,5,0.1,5.7,mandatory,Nithish Kumar Reddy,Kartik Tyagi,H Klaasen,4,0,4,,,,,,,,,,,,,,,,,199
Sunrisers Hyderabad,17,6,0.1,5.7,mandatory,Nithish Kumar Reddy,Kartik Tyagi,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,200
Sunrisers Hyderabad,18,1,0.1,5.7,mandatory,Nithish Kumar Reddy,VG Arora,H Klaasen,0,0,0,,,,,,,,Nithish Kumar Reddy,caught,,,,,CV Varun,,,200
Sunrisers Hyderabad,18,2,0.1,5.7,mandatory,S Arora,VG Arora,H Klaasen,0,0,0,,,,,,,,S Arora,bowled,,,,,,,,200
Sunrisers Hyderabad,18,3,0.1,5.7,mandatory,Harsh Dubey,VG Arora,H Klaasen,0,1,1,1.0,,,,,,,,,,,,,,,,201
Sunrisers Hyderabad,18,4,0.1,5.7,mandatory,Harsh Dubey,VG Arora,H Klaasen,1,0,1,,,,,,,,,,,,,,,,,202
Sunrisers Hyderabad,18,5,0.1,5.7,mandatory,H Klaasen,VG Arora,Harsh Dubey,1,0,1,,,,,,,,,,,,,,,,,203
Sunrisers Hyderabad,18,6,0.1,5.7,mandatory,Harsh Dubey,VG Arora,H Klaasen,4,0,4,,,,,,,,,,,,,,,,,207
Sunrisers Hyderabad,18,7,0.1,5.7,mandatory,Harsh Dubey,VG Arora,H Klaasen,4,0,4,,,,,,,,,,,,,,,,,211
Sunrisers Hyderabad,19,1,0.1,5.7,mandatory,H Klaasen,B Muzarabani,Harsh Dubey,0,1,1,1.0,,,,,,,,,,,,,,,,212
Sunrisers Hyderabad,19,2,0.1,5.7,mandatory,H Klaasen,B Muzarabani,Harsh Dubey,2,0,2,,,,,,,,,,,,,,,,,214
Sunrisers Hyderabad,19,3,0.1,5.7,mandatory,H Klaasen,B Muzarabani,Harsh Dubey,4,0,4,,,,,,,,,,,,,,,,,218
Sunrisers Hyderabad,19,4,0.1,5.7,mandatory,H Klaasen,B Muzarabani,Harsh Dubey,4,0,4,,,,,,,,,,,,,,,,,222
Sunrisers Hyderabad,19,5,0.1,5.7,mandatory,H Klaasen,B Muzarabani,Harsh Dubey,0,0,0,,,,,,,,H Klaasen,caught,,,,,Ramandeep Singh,,,222
Sunrisers Hyderabad,19,6,0.1,5.7,mandatory,Shivang Kumar,B Muzarabani,Harsh Dubey,4,0,4,,,,,,,,,,,,,,,,,226
Sunrisers Hyderabad,19,7,0.1,5.7,mandatory,Shivang Kumar,B Muzarabani,Harsh Dubey,0,0,0,,,,,,,,Shivang Kumar,caught,,,,,AM Rahane,,,226
Kolkata Knight Riders,0,1,0.1,5.9,mandatory,AM Rahane,DA Payne,FH Allen,1,0,1,,,,,,,,,,FH Allen,B Muzarabani,Kolkata Knight Riders,impact_player,,20.0,227.0,1
Kolkata Knight Riders,0,2,0.1,5.9,mandatory,AM Rahane,DA Payne,FH Allen,1,0,1,,,,,,,,,,E Malinga,TM Head,Sunrisers Hyderabad,impact_player,,20.0,227.0,2
Kolkata Knight Riders,0,3,0.1,5.9,mandatory,FH Allen,DA Payne,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,6
Kolkata Knight Riders,0,4,0.1,5.9,mandatory,FH Allen,DA Payne,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,10
Kolkata Knight Riders,0,5,0.1,5.9,mandatory,FH Allen,DA Payne,AM Rahane,6,0,6,,,,,,,,,,,,,,,20.0,227.0,16
Kolkata Knight Riders,0,6,0.1,5.9,mandatory,FH Allen,DA Payne,AM Rahane,6,0,6,,,,,,,,,,,,,,,20.0,227.0,22
Kolkata Knight Riders,0,7,0.1,5.9,mandatory,FH Allen,DA Payne,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,26
Kolkata Knight Riders,1,1,0.1,5.9,mandatory,AM Rahane,Harsh Dubey,FH Allen,1,0,1,,,,,,,,,,,,,,,20.0,227.0,27
Kolkata Knight Riders,1,2,0.1,5.9,mandatory,FH Allen,Harsh Dubey,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,31
Kolkata Knight Riders,1,3,0.1,5.9,mandatory,FH Allen,Harsh Dubey,AM Rahane,0,0,0,,,,,,,,FH Allen,caught and bowled,,,,,,20.0,227.0,31
Kolkata Knight Riders,1,4,0.1,5.9,mandatory,A Raghuvanshi,Harsh Dubey,AM Rahane,0,0,0,,,,,,,,,,,,,,,20.0,227.0,31
Kolkata Knight Riders,1,5,0.1,5.9,mandatory,A Raghuvanshi,Harsh Dubey,AM Rahane,1,0,1,,,,,,,,,,,,,,,20.0,227.0,32
Kolkata Knight Riders,1,6,0.1,5.9,mandatory,AM Rahane,Harsh Dubey,A Raghuvanshi,0,2,2,2.0,,,,,,,,,,,,,,20.0,227.0,34
Kolkata Knight Riders,1,7,0.1,5.9,mandatory,A Raghuvanshi,Harsh Dubey,AM Rahane,0,0,0,,,,,,,,,,,,,,,20.0,227.0,34
Kolkata Knight Riders,2,1,0.1,5.9,mandatory,AM Rahane,Abhishek Sharma,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,35
Kolkata Knight Riders,2,2,0.1,5.9,mandatory,A Raghuvanshi,Abhishek Sharma,AM Rahane,6,0,6,,,,,,,,,,,,,,,20.0,227.0,41
Kolkata Knight Riders,2,3,0.1,5.9,mandatory,A Raghuvanshi,Abhishek Sharma,AM Rahane,1,0,1,,,,,,,,,,,,,,,20.0,227.0,42
Kolkata Knight Riders,2,4,0.1,5.9,mandatory,AM Rahane,Abhishek Sharma,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,42
Kolkata Knight Riders,2,5,0.1,5.9,mandatory,AM Rahane,Abhishek Sharma,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,43
Kolkata Knight Riders,2,6,0.1,5.9,mandatory,A Raghuvanshi,Abhishek Sharma,AM Rahane,6,0,6,,,,,,,,,,,,,,,20.0,227.0,49
Kolkata Knight Riders,3,1,0.1,5.9,mandatory,AM Rahane,Harsh Dubey,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,50
Kolkata Knight Riders,3,2,0.1,5.9,mandatory,A Raghuvanshi,Harsh Dubey,AM Rahane,1,0,1,,,,,,,,,,,,,,,20.0,227.0,51
Kolkata Knight Riders,3,3,0.1,5.9,mandatory,AM Rahane,Harsh Dubey,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,52
Kolkata Knight Riders,3,4,0.1,5.9,mandatory,A Raghuvanshi,Harsh Dubey,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,56
Kolkata Knight Riders,3,5,0.1,5.9,mandatory,A Raghuvanshi,Harsh Dubey,AM Rahane,1,0,1,,,,,,,,,,,,,,,20.0,227.0,57
Kolkata Knight Riders,3,6,0.1,5.9,mandatory,AM Rahane,Harsh Dubey,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,58
Kolkata Knight Riders,4,1,0.1,5.9,mandatory,AM Rahane,JD Unadkat,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,59
Kolkata Knight Riders,4,2,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,AM Rahane,0,0,0,,,,,,,,,,,,,,,20.0,227.0,59
Kolkata Knight Riders,4,3,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,63
Kolkata Knight Riders,4,4,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,AM Rahane,4,0,4,,,,,,,,,,,,,,,20.0,227.0,67
Kolkata Knight Riders,4,5,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,AM Rahane,1,0,1,,,,,,,,,,,,,,,20.0,227.0,68
Kolkata Knight Riders,4,6,0.1,5.9,mandatory,AM Rahane,JD Unadkat,A Raghuvanshi,0,0,0,,,,,,,,AM Rahane,caught,,,,,E Malinga,20.0,227.0,68
Kolkata Knight Riders,5,1,0.1,5.9,mandatory,A Raghuvanshi,E Malinga,C Green,0,1,1,1.0,,,,,,,,,,,,,,20.0,227.0,69
Kolkata Knight Riders,5,2,0.1,5.9,mandatory,A Raghuvanshi,E Malinga,C Green,1,0,1,,,,,,,,,,,,,,,20.0,227.0,70
Kolkata Knight Riders,5,3,0.1,5.9,mandatory,C Green,E Malinga,A Raghuvanshi,0,1,1,1.0,,,,,,,,,,,,,,20.0,227.0,71
Kolkata Knight Riders,5,4,0.1,5.9,mandatory,C Green,E Malinga,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,72
Kolkata Knight Riders,5,5,0.1,5.9,mandatory,A Raghuvanshi,E Malinga,C Green,0,1,1,1.0,,,,,,,,,,,,,,20.0,227.0,73
Kolkata Knight Riders,5,6,0.1,5.9,mandatory,A Raghuvanshi,E Malinga,C Green,0,0,0,,,,,,,,,,,,,,,20.0,227.0,73
