team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,noballs,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,6,3,0.1,5.6,mandatory,T Stubbs,KH Pandya,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,53
Delhi Capitals,6,4,0.1,5.6,mandatory,KL Rahul,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,54
Delhi Capitals,6,5,0.1,5.6,mandatory,T Stubbs,KH Pandya,KL Rahul,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,56
Delhi Capitals,6,6,0.1,5.6,mandatory,T Stubbs,KH Pandya,KL Rahul,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,56
Delhi Capitals,7,1,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,58
Delhi Capitals,7,2,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,62
Delhi Capitals,7,3,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,0,2,2,,2.0,,,,,,,,,,,,,,20.0,176.0,64
Delhi Capitals,7,4,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,68
Delhi Capitals,7,5,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,69
Delhi Capitals,7,6,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,70
Delhi Capitals,8,1,0.1,5.6,mandatory,T Stubbs,KH Pandya,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,71
Delhi Capitals,8,2,0.1,5.6,mandatory,KL Rahul,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,72
Delhi Capitals,8,3,0.1,5.6,mandatory,T Stubbs,KH Pandya,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,73
Delhi Capitals,8,4,0.1,5.6,mandatory,KL Rahul,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,74
Delhi Capitals,8,5,0.1,5.6,mandatory,T Stubbs,KH Pandya,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,75
Delhi Capitals,8,6,0.1,5.6,mandatory,KL Rahul,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,76
Delhi Capitals,9,1,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,77
Delhi Capitals,9,2,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,78
Delhi Capitals,9,3,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,80
Delhi Capitals,9,4,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,84
Delhi Capitals,9,5,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,86
Delhi Capitals,9,6,0.1,5.6,mandatory,KL Rahul,Suyash Sharma,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,87
Delhi Capitals,10,1,0.1,5.6,mandatory,KL Rahul,KH Pandya,T Stubbs,0,0,0,,,,,,,,,KL Rahul,caught,,,,,V Kohli,20.0,176.0,87
Delhi Capitals,10,2,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,91
Delhi Capitals,10,3,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,91
Delhi Capitals,10,4,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,93
Delhi Capitals,10,5,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,94
Delhi Capitals,10,6,0.1,5.6,mandatory,T Stubbs,KH Pandya,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,94
Delhi Capitals,11,1,0.1,5.6,mandatory,AR Patel,JR Hazlewood,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,95
Delhi Capitals,11,2,0.1,5.6,mandatory,T Stubbs,JR Hazlewood,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,95
Delhi Capitals,11,3,0.1,5.6,mandatory,T Stubbs,JR Hazlewood,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,96
Delhi Capitals,11,4,0.1,5.6,mandatory,AR Patel,JR Hazlewood,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,96
Delhi Capitals,11,5,0.1,5.6,mandatory,AR Patel,JR Hazlewood,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,100
Delhi Capitals,11,6,0.1,5.6,mandatory,AR Patel,JR Hazlewood,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,101
Delhi Capitals,12,1,0.1,5.6,mandatory,AR Patel,Rasikh Salam,T Stubbs,4,1,5,,,1.0,,,,,,,,,,,,,20.0,176.0,106
Delhi Capitals,12,2,0.1,5.6,mandatory,AR Patel,Rasikh Salam,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,108
Delhi Capitals,12,3,0.1,5.6,mandatory,AR Patel,Rasikh Salam,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,109
Delhi Capitals,12,4,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,110
Delhi Capitals,12,5,0.1,5.6,mandatory,AR Patel,Rasikh Salam,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,111
Delhi Capitals,12,6,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,AR Patel,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,115
Delhi Capitals,12,7,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,AR Patel,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,117
Delhi Capitals,13,1,0.1,5.6,mandatory,AR Patel,Suyash Sharma,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,118
Delhi Capitals,13,2,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,118
Delhi Capitals,13,3,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,AR Patel,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,120
Delhi Capitals,13,4,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,AR Patel,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,124
Delhi Capitals,13,5,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,124
Delhi Capitals,13,6,0.1,5.6,mandatory,T Stubbs,Suyash Sharma,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,125
Delhi Capitals,14,1,0.1,5.6,mandatory,T Stubbs,KH Pandya,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,126
Delhi Capitals,14,2,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,127
Delhi Capitals,14,3,0.1,5.6,mandatory,T Stubbs,KH Pandya,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,128
Delhi Capitals,14,4,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,129
Delhi Capitals,14,5,0.1,5.6,mandatory,T Stubbs,KH Pandya,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,130
Delhi Capitals,14,6,0.1,5.6,mandatory,AR Patel,KH Pandya,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,130
Delhi Capitals,15,1,0.1,5.6,mandatory,T Stubbs,B Kumar,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,131
Delhi Capitals,15,2,0.1,5.6,mandatory,AR Patel,B Kumar,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,131
Delhi Capitals,15,3,0.1,5.6,mandatory,AR Patel,B Kumar,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,132
Delhi Capitals,15,4,0.1,5.6,mandatory,T Stubbs,B Kumar,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,133
Delhi Capitals,15,5,0.1,5.6,mandatory,AR Patel,B Kumar,T Stubbs,1,0,1,,,,,,,,,AR Patel,retired hurt,,,,,,20.0,176.0,134
Delhi Capitals,15,6,0.1,5.6,mandatory,T Stubbs,B Kumar,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,135
Delhi Capitals,16,1,0.1,5.6,mandatory,T Stubbs,JR Hazlewood,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,136
Delhi Capitals,16,2,0.1,5.6,mandatory,DA Miller,JR Hazlewood,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,137
Delhi Capitals,16,3,0.1,5.6,mandatory,T Stubbs,JR Hazlewood,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,138
Delhi Capitals,16,4,0.1,5.6,mandatory,DA Miller,JR Hazlewood,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,139
Delhi Capitals,16,5,0.1,5.6,mandatory,T Stubbs,JR Hazlewood,DA Miller,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,139
Delhi Capitals,16,6,0.1,5.6,mandatory,T Stubbs,JR Hazlewood,DA Miller,0,0,0,,,,,,,,,,,,,,,,20.0,176.0,139
Delhi Capitals,17,1,0.1,5.6,mandatory,DA Miller,B Kumar,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,140
Delhi Capitals,17,2,0.1,5.6,mandatory,T Stubbs,B Kumar,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,141
Delhi Capitals,17,3,0.1,5.6,mandatory,DA Miller,B Kumar,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,142
Delhi Capitals,17,4,0.1,5.6,mandatory,T Stubbs,B Kumar,DA Miller,6,0,6,,,,,,,,,,,,,,,,20.0,176.0,148
Delhi Capitals,17,5,0.1,5.6,mandatory,T Stubbs,B Kumar,DA Miller,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,150
Delhi Capitals,17,6,0.1,5.6,mandatory,T Stubbs,B Kumar,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,151
Delhi Capitals,18,1,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,DA Miller,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,155
Delhi Capitals,18,2,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,156
Delhi Capitals,18,3,0.1,5.6,mandatory,DA Miller,Rasikh Salam,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,157
Delhi Capitals,18,4,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,DA Miller,2,0,2,,,,,,,,,,,,,,,,20.0,176.0,159
Delhi Capitals,18,5,0.1,5.6,mandatory,T Stubbs,Rasikh Salam,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,160
Delhi Capitals,18,6,0.1,5.6,mandatory,DA Miller,Rasikh Salam,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,161
Delhi Capitals,19,1,0.1,5.6,mandatory,DA Miller,R Shepherd,T Stubbs,0,1,1,,1.0,,,,,,,,,,,,,,20.0,176.0,162
Delhi Capitals,19,2,0.1,5.6,mandatory,T Stubbs,R Shepherd,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,176.0,163
Delhi Capitals,19,3,0.1,5.6,mandatory,DA Miller,R Shepherd,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,176.0,169
Delhi Capitals,19,4,0.1,5.6,mandatory,DA Miller,R Shepherd,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,176.0,175
Delhi Capitals,19,5,0.1,5.6,mandatory,DA Miller,R Shepherd,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,176.0,179
