team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,noballs,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Chennai Super Kings,5,3,0.1,5.6,mandatory,Kartik Sharma,K Rabada,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,53
Chennai Super Kings,5,4,0.1,5.6,mandatory,D Brevis,K Rabada,Kartik Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,54
Chennai Super Kings,5,5,0.1,5.6,mandatory,Kartik Sharma,K Rabada,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,54
Chennai Super Kings,5,6,0.1,5.6,mandatory,Kartik Sharma,K Rabada,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,58
Chennai Super Kings,6,1,0.1,5.6,mandatory,D Brevis,Arshad Khan,Kartik Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,59
Chennai Super Kings,6,2,0.1,5.6,mandatory,Kartik Sharma,Arshad Khan,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,59
Chennai Super Kings,6,3,0.1,5.6,mandatory,Kartik Sharma,Arshad Khan,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,59
Chennai Super Kings,6,4,0.1,5.6,mandatory,Kartik Sharma,Arshad Khan,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,59
Chennai Super Kings,6,5,0.1,5.6,mandatory,Kartik Sharma,Arshad Khan,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,63
Chennai Super Kings,6,6,0.1,5.6,mandatory,Kartik Sharma,Arshad Khan,D Brevis,0,0,0,,,,,,,,,Kartik Sharma,run out,,,,,Shubman Gill,20.0,230.0,63
Chennai Super Kings,7,1,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,2,0,2,,,,,,,,,,,,,,,,20.0,230.0,65
Chennai Super Kings,7,2,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,65
Chennai Super Kings,7,3,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,69
Chennai Super Kings,7,4,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,70
Chennai Super Kings,7,5,0.1,5.6,mandatory,D Brevis,JO Holder,S Dube,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,71
Chennai Super Kings,7,6,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,72
Chennai Super Kings,8,1,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,78
Chennai Super Kings,8,2,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,82
Chennai Super Kings,8,3,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,0,1,1,1.0,,,,,,,,,,,,,,,20.0,230.0,83
Chennai Super Kings,8,4,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,87
Chennai Super Kings,8,5,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,0,1,1,1.0,,,,,,,,,,,,,,,20.0,230.0,88
Chennai Super Kings,8,6,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,89
Chennai Super Kings,8,7,0.1,5.6,mandatory,D Brevis,Arshad Khan,S Dube,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,90
Chennai Super Kings,8,8,0.1,5.6,mandatory,S Dube,Arshad Khan,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,91
Chennai Super Kings,9,1,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,97
Chennai Super Kings,9,2,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,101
Chennai Super Kings,9,3,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,101
Chennai Super Kings,9,4,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,107
Chennai Super Kings,9,5,0.1,5.6,mandatory,S Dube,JO Holder,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,108
Chennai Super Kings,9,6,0.1,5.6,mandatory,D Brevis,JO Holder,S Dube,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,109
Chennai Super Kings,10,1,0.1,5.6,mandatory,D Brevis,Rashid Khan,S Dube,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,110
Chennai Super Kings,10,2,0.1,5.6,mandatory,S Dube,Rashid Khan,D Brevis,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,116
Chennai Super Kings,10,3,0.1,5.6,mandatory,S Dube,Rashid Khan,D Brevis,0,0,0,,,,,,,,,S Dube,caught,,,,,Shubman Gill,20.0,230.0,116
Chennai Super Kings,10,4,0.1,5.6,mandatory,A Kamboj,Rashid Khan,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,116
Chennai Super Kings,10,5,0.1,5.6,mandatory,A Kamboj,Rashid Khan,D Brevis,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,122
Chennai Super Kings,10,6,0.1,5.6,mandatory,A Kamboj,Rashid Khan,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,123
Chennai Super Kings,11,1,0.1,5.6,mandatory,A Kamboj,M Prasidh Krishna,D Brevis,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,129
Chennai Super Kings,11,2,0.1,5.6,mandatory,A Kamboj,M Prasidh Krishna,D Brevis,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,133
Chennai Super Kings,11,3,0.1,5.6,mandatory,A Kamboj,M Prasidh Krishna,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,134
Chennai Super Kings,11,4,0.1,5.6,mandatory,D Brevis,M Prasidh Krishna,A Kamboj,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,135
Chennai Super Kings,11,5,0.1,5.6,mandatory,A Kamboj,M Prasidh Krishna,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,136
Chennai Super Kings,11,6,0.1,5.6,mandatory,D Brevis,M Prasidh Krishna,A Kamboj,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,136
Chennai Super Kings,12,1,0.1,5.6,mandatory,A Kamboj,Rashid Khan,D Brevis,0,0,0,,,,,,,,,A Kamboj,caught,,,,,JO Holder,20.0,230.0,136
Chennai Super Kings,12,2,0.1,5.6,mandatory,Noor Ahmad,Rashid Khan,D Brevis,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,136
Chennai Super Kings,12,3,0.1,5.6,mandatory,Noor Ahmad,Rashid Khan,D Brevis,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,137
Chennai Super Kings,12,4,0.1,5.6,mandatory,D Brevis,Rashid Khan,Noor Ahmad,0,1,1,1.0,,,,,,,,,,,,,,,20.0,230.0,138
Chennai Super Kings,12,5,0.1,5.6,mandatory,D Brevis,Rashid Khan,Noor Ahmad,0,0,0,,,,,,,,,D Brevis,caught,,,,,JO Holder,20.0,230.0,138
Chennai Super Kings,12,6,0.1,5.6,mandatory,Mukesh Choudhary,Rashid Khan,Noor Ahmad,2,0,2,,,,,,,,,,,,,,,,20.0,230.0,140
Chennai Super Kings,12,7,0.1,5.6,mandatory,Mukesh Choudhary,Rashid Khan,Noor Ahmad,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,140
Chennai Super Kings,13,1,0.1,5.6,mandatory,Noor Ahmad,K Rabada,Mukesh Choudhary,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,140
Chennai Super Kings,13,2,0.1,5.6,mandatory,Noor Ahmad,K Rabada,Mukesh Choudhary,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,140
Chennai Super Kings,13,3,0.1,5.6,mandatory,Noor Ahmad,K Rabada,Mukesh Choudhary,0,0,0,,,,,,,,,Noor Ahmad,caught and bowled,,,,,,20.0,230.0,140
Chennai Super Kings,13,4,0.1,5.6,mandatory,SH Johnson,K Rabada,Mukesh Choudhary,0,0,0,,,,Gujarat Titans,KM Gandhi,SH Johnson,upheld,wicket,SH Johnson,caught,,,,,JC Buttler,20.0,230.0,140
