team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Rajasthan Royals,10,5,0.1,5.7,mandatory,Dhruv Jurel,E Malinga,V Suryavanshi,6,0,6,,,,,,,,,,,,,,,,,122
Rajasthan Royals,10,6,0.1,5.7,mandatory,Dhruv Jurel,E Malinga,V Suryavanshi,4,0,4,,,,,,,,,,,,,,,,,126
Rajasthan Royals,10,7,0.1,5.7,mandatory,Dhruv Jurel,E Malinga,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,127
Rajasthan Royals,11,1,0.1,5.7,mandatory,Dhruv Jurel,Shivang Kumar,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,127
Rajasthan Royals,11,2,0.1,5.7,mandatory,Dhruv Jurel,Shivang Kumar,V Suryavanshi,4,0,4,,,,,,,,,,,,,,,,,131
Rajasthan Royals,11,3,0.1,5.7,mandatory,Dhruv Jurel,Shivang Kumar,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,132
Rajasthan Royals,11,4,0.1,5.7,mandatory,V Suryavanshi,Shivang Kumar,Dhruv Jurel,4,0,4,,,,,,,,,,,,,,,,,136
Rajasthan Royals,11,5,0.1,5.7,mandatory,V Suryavanshi,Shivang Kumar,Dhruv Jurel,6,0,6,,,,,,,,,,,,,,,,,142
Rajasthan Royals,11,6,0.1,5.7,mandatory,V Suryavanshi,Shivang Kumar,Dhruv Jurel,0,0,0,,,,,,,,,,,,,,,,,142
Rajasthan Royals,12,1,0.1,5.7,mandatory,Dhruv Jurel,Nithish Kumar Reddy,V Suryavanshi,4,0,4,,,,,,,,,,,,,,,,,146
Rajasthan Royals,12,2,0.1,5.7,mandatory,Dhruv Jurel,Nithish Kumar Reddy,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,146
Rajasthan Royals,12,3,0.1,5.7,mandatory,Dhruv Jurel,Nithish Kumar Reddy,V Suryavanshi,0,1,1,1.0,,,,,,,,,,,,,,,,147
Rajasthan Royals,12,4,0.1,5.7,mandatory,Dhruv Jurel,Nithish Kumar Reddy,V Suryavanshi,4,0,4,,,,,,,,,,,,,,,,,151
Rajasthan Royals,12,5,0.1,5.7,mandatory,Dhruv Jurel,Nithish Kumar Reddy,V Suryavanshi,0,1,1,1.0,,,,,,,,,,,,,,,,152
Rajasthan Royals,12,6,0.1,5.7,mandatory,Dhruv Jurel,Nithish Kumar Reddy,V Suryavanshi,0,0,0,,,,,,,,Dhruv Jurel,caught,,,,,Aniket Verma,,,152
Rajasthan Royals,12,7,0.1,5.7,mandatory,R Parag,Nithish Kumar Reddy,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,152
Rajasthan Royals,12,8,0.1,5.7,mandatory,R Parag,Nithish Kumar Reddy,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,153
Rajasthan Royals,13,1,0.1,5.7,mandatory,R Parag,Sakib Hussain,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,154
Rajasthan Royals,13,2,0.1,5.7,mandatory,V Suryavanshi,Sakib Hussain,R Parag,6,0,6,,,,,,,,,,,,,,,,,160
Rajasthan Royals,13,3,0.1,5.7,mandatory,V Suryavanshi,Sakib Hussain,R Parag,4,0,4,,,,,,,,,,,,,,,,,164
Rajasthan Royals,13,4,0.1,5.7,mandatory,V Suryavanshi,Sakib Hussain,R Parag,6,0,6,,,,,,,,,,,,,,,,,170
Rajasthan Royals,13,5,0.1,5.7,mandatory,V Suryavanshi,Sakib Hussain,R Parag,0,0,0,,Rajasthan Royals,KM Gandhi,V Suryavanshi,struck down,wicket,,V Suryavanshi,lbw,,,,,,,,170
Rajasthan Royals,13,6,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,R Parag,0,1,1,1.0,,,,,,,,,,,,,,,,171
Rajasthan Royals,13,7,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,R Parag,4,0,4,,,,,,,,,,,,,,,,,175
Rajasthan Royals,14,1,0.1,5.7,mandatory,R Parag,Nithish Kumar Reddy,D Ferreira,1,0,1,,,,,,,,,,,,,,,,,176
Rajasthan Royals,14,2,0.1,5.7,mandatory,D Ferreira,Nithish Kumar Reddy,R Parag,1,0,1,,,,,,,,,,,,,,,,,177
Rajasthan Royals,14,3,0.1,5.7,mandatory,R Parag,Nithish Kumar Reddy,D Ferreira,2,0,2,,,,,,,,,,,,,,,,,179
Rajasthan Royals,14,4,0.1,5.7,mandatory,R Parag,Nithish Kumar Reddy,D Ferreira,1,0,1,,,,,,,,,,,,,,,,,180
Rajasthan Royals,14,5,0.1,5.7,mandatory,D Ferreira,Nithish Kumar Reddy,R Parag,4,0,4,,,,,,,,,,,,,,,,,184
Rajasthan Royals,14,6,0.1,5.7,mandatory,D Ferreira,Nithish Kumar Reddy,R Parag,0,0,0,,,,,,,,,,,,,,,,,184
Rajasthan Royals,15,1,0.1,5.7,mandatory,R Parag,PP Hinge,D Ferreira,0,0,0,,,,,,,,,,,,,,,,,184
Rajasthan Royals,15,2,0.1,5.7,mandatory,R Parag,PP Hinge,D Ferreira,1,0,1,,,,,,,,,,,,,,,,,185
Rajasthan Royals,15,3,0.1,5.7,mandatory,D Ferreira,PP Hinge,R Parag,0,0,0,,,,,,,,,,,,,,,,,185
Rajasthan Royals,15,4,0.1,5.7,mandatory,D Ferreira,PP Hinge,R Parag,6,0,6,,,,,,,,,,,,,,,,,191
Rajasthan Royals,15,5,0.1,5.7,mandatory,D Ferreira,PP Hinge,R Parag,0,0,0,,,,,,,,,,,,,,,,,191
Rajasthan Royals,15,6,0.1,5.7,mandatory,D Ferreira,PP Hinge,R Parag,0,0,0,,,,,,,,,,,,,,,,,191
Rajasthan Royals,16,1,0.1,5.7,mandatory,R Parag,PJ Cummins,D Ferreira,0,0,0,,,,,,,,R Parag,bowled,,,,,,,,191
Rajasthan Royals,16,2,0.1,5.7,mandatory,SO Hetmyer,PJ Cummins,D Ferreira,1,0,1,,,,,,,,,,,,,,,,,192
Rajasthan Royals,16,3,0.1,5.7,mandatory,D Ferreira,PJ Cummins,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,192
Rajasthan Royals,16,4,0.1,5.7,mandatory,D Ferreira,PJ Cummins,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,193
Rajasthan Royals,16,5,0.1,5.7,mandatory,SO Hetmyer,PJ Cummins,D Ferreira,2,0,2,,,,,,,,,,,,,,,,,195
Rajasthan Royals,16,6,0.1,5.7,mandatory,SO Hetmyer,PJ Cummins,D Ferreira,0,0,0,,,,,,,,,,,,,,,,,195
Rajasthan Royals,17,1,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,SO Hetmyer,6,0,6,,,,,,,,,,,,,,,,,201
Rajasthan Royals,17,2,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,201
Rajasthan Royals,17,3,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,SO Hetmyer,4,0,4,,,,,,,,,,,,,,,,,205
Rajasthan Royals,17,4,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,SO Hetmyer,6,0,6,,,,,,,,,,,,,,,,,211
Rajasthan Royals,17,5,0.1,5.7,mandatory,D Ferreira,Sakib Hussain,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,212
Rajasthan Royals,17,6,0.1,5.7,mandatory,SO Hetmyer,Sakib Hussain,D Ferreira,1,0,1,,,,,,,,,,,,,,,,,213
Rajasthan Royals,18,1,0.1,5.7,mandatory,SO Hetmyer,E Malinga,D Ferreira,0,0,0,,,,,,,,,,TM Head,Sakib Hussain,Sunrisers Hyderabad,impact_player,,,,213
Rajasthan Royals,18,2,0.1,5.7,mandatory,SO Hetmyer,E Malinga,D Ferreira,0,0,0,,Sunrisers Hyderabad,Nitin Menon,SO Hetmyer,struck down,wicket,,,,,,,,,,,213
Rajasthan Royals,18,3,0.1,5.7,mandatory,SO Hetmyer,E Malinga,D Ferreira,1,0,1,,,,,,,,,,,,,,,,,214
Rajasthan Royals,18,4,0.1,5.7,mandatory,D Ferreira,E Malinga,SO Hetmyer,0,0,0,,,,,,,,D Ferreira,caught,,,,,H Klaasen,,,214
Rajasthan Royals,18,5,0.1,5.7,mandatory,RA Jadeja,E Malinga,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,214
Rajasthan Royals,18,6,0.1,5.7,mandatory,RA Jadeja,E Malinga,SO Hetmyer,4,0,4,,,,,,,,,,,,,,,,,218
Rajasthan Royals,19,1,0.1,5.7,mandatory,SO Hetmyer,PP Hinge,RA Jadeja,0,1,1,1.0,,,,,,,,,,,,,,,,219
Rajasthan Royals,19,2,0.1,5.7,mandatory,SO Hetmyer,PP Hinge,RA Jadeja,4,0,4,,,,,,,,,,,,,,,,,223
Rajasthan Royals,19,3,0.1,5.7,mandatory,SO Hetmyer,PP Hinge,RA Jadeja,2,0,2,,,,,,,,,,,,,,,,,225
Rajasthan Royals,19,4,0.1,5.7,mandatory,SO Hetmyer,PP Hinge,RA Jadeja,0,0,0,,,,,,,,SO Hetmyer,caught,,,,,Nithish Kumar Reddy,,,225
Rajasthan Royals,19,5,0.1,5.7,mandatory,JC Archer,PP Hinge,RA Jadeja,2,0,2,,,,,,,,,,,,,,,,,227
Rajasthan Royals,19,6,0.1,5.7,mandatory,JC Archer,PP Hinge,RA Jadeja,0,1,1,,,,,,,1.0,,,,,,,,,,228
Rajasthan Royals,19,7,0.1,5.7,mandatory,RA Jadeja,PP Hinge,JC Archer,0,0,0,,,,,,,,,,,,,,,,,228
Sunrisers Hyderabad,0,1,0.1,5.8,mandatory,TM Head,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,,,Ravi Bishnoi,YBK Jaiswal,Rajasthan Royals,impact_player,,20.0,229.0,0
Sunrisers Hyderabad,0,2,0.1,5.8,mandatory,TM Head,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,0
Sunrisers Hyderabad,0,3,0.1,5.8,mandatory,TM Head,JC Archer,Abhishek Sharma,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,1
Sunrisers Hyderabad,0,4,0.1,5.8,mandatory,TM Head,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,1
Sunrisers Hyderabad,0,5,0.1,5.8,mandatory,TM Head,JC Archer,Abhishek Sharma,6,0,6,,,,,,,,,,,,,,,20.0,229.0,7
Sunrisers Hyderabad,0,6,0.1,5.8,mandatory,TM Head,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,TM Head,caught,,,,,Dhruv Jurel,20.0,229.0,7
Sunrisers Hyderabad,0,7,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,6,0,6,,,,,,,,,,,,,,,20.0,229.0,13
Sunrisers Hyderabad,1,1,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,13
Sunrisers Hyderabad,1,2,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,4,4,,,,,,,4.0,,,,,,,,20.0,229.0,17
Sunrisers Hyderabad,1,3,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,17
Sunrisers Hyderabad,1,4,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,5,5,5.0,,,,,,,,,,,,,,20.0,229.0,22
Sunrisers Hyderabad,1,5,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,22
Sunrisers Hyderabad,1,6,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,26
Sunrisers Hyderabad,1,7,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,26
Sunrisers Hyderabad,2,1,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,30
Sunrisers Hyderabad,2,2,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,30
Sunrisers Hyderabad,2,3,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,34
Sunrisers Hyderabad,2,4,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,34
Sunrisers Hyderabad,2,5,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,34
Sunrisers Hyderabad,2,6,0.1,5.8,mandatory,Ishan Kishan,JC Archer,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,38
Sunrisers Hyderabad,3,1,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,38
Sunrisers Hyderabad,3,2,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,42
Sunrisers Hyderabad,3,3,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,6,0,6,,,,,,,,,,,,,,,20.0,229.0,48
Sunrisers Hyderabad,3,4,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,48
Sunrisers Hyderabad,3,5,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,52
Sunrisers Hyderabad,3,6,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,53
Sunrisers Hyderabad,3,7,0.1,5.8,mandatory,Abhishek Sharma,N Burger,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,57
Sunrisers Hyderabad,4,1,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,57
Sunrisers Hyderabad,4,2,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,61
Sunrisers Hyderabad,4,3,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,0,1,1,,,,,,,1.0,,,,,,,,20.0,229.0,62
Sunrisers Hyderabad,4,4,0.1,5.8,mandatory,Abhishek Sharma,TU Deshpande,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,66
Sunrisers Hyderabad,4,5,0.1,5.8,mandatory,Abhishek Sharma,TU Deshpande,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,70
Sunrisers Hyderabad,4,6,0.1,5.8,mandatory,Abhishek Sharma,TU Deshpande,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,70
Sunrisers Hyderabad,5,1,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,71
Sunrisers Hyderabad,5,2,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,75
Sunrisers Hyderabad,5,3,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,79
Sunrisers Hyderabad,5,4,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,80
Sunrisers Hyderabad,5,5,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,84
Sunrisers Hyderabad,5,6,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,85
Sunrisers Hyderabad,5,7,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,89
Sunrisers Hyderabad,5,8,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,89
Sunrisers Hyderabad,6,1,0.1,5.8,mandatory,Ishan Kishan,R Parag,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,93
Sunrisers Hyderabad,6,2,0.1,5.8,mandatory,Ishan Kishan,R Parag,Abhishek Sharma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,94
