team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,byes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Rajasthan Royals,4,3,0.1,5.1,mandatory,V Suryavanshi,SP Narine,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,41
Rajasthan Royals,4,4,0.1,5.1,mandatory,V Suryavanshi,SP Narine,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,41
Rajasthan Royals,4,5,0.1,5.1,mandatory,V Suryavanshi,SP Narine,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,41
Rajasthan Royals,4,6,0.1,5.1,mandatory,V Suryavanshi,SP Narine,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,41
Rajasthan Royals,5,1,0.1,5.1,mandatory,YBK Jaiswal,C Green,V Suryavanshi,6,0,6,,,,,,,,,,,,,,,,,,47
Rajasthan Royals,5,2,0.1,5.1,mandatory,YBK Jaiswal,C Green,V Suryavanshi,0,1,1,1.0,,,,,,,,,,,,,,,,,48
Rajasthan Royals,5,3,0.1,5.1,mandatory,YBK Jaiswal,C Green,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,,49
Rajasthan Royals,5,4,0.1,5.1,mandatory,V Suryavanshi,C Green,YBK Jaiswal,6,0,6,,,,,,,,,,,,,,,,,,55
Rajasthan Royals,5,5,0.1,5.1,mandatory,V Suryavanshi,C Green,YBK Jaiswal,0,1,1,1.0,,,,,,,,,,,,,,,,,56
Rajasthan Royals,5,6,0.1,5.1,mandatory,V Suryavanshi,C Green,YBK Jaiswal,0,1,1,1.0,,,,,,,,,,,,,,,,,57
Rajasthan Royals,5,7,0.1,5.1,mandatory,V Suryavanshi,C Green,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,58
Rajasthan Royals,5,8,0.1,5.1,mandatory,YBK Jaiswal,C Green,V Suryavanshi,4,0,4,,,,,,,,,,,,,,,,,,62
Rajasthan Royals,5,9,0.1,5.1,mandatory,YBK Jaiswal,C Green,V Suryavanshi,0,1,1,1.0,,,,,,,,,,,,,,,,,63
Rajasthan Royals,5,10,0.1,5.1,mandatory,YBK Jaiswal,C Green,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,,63
Rajasthan Royals,6,1,0.1,5.1,mandatory,V Suryavanshi,SP Narine,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,64
Rajasthan Royals,6,2,0.1,5.1,mandatory,YBK Jaiswal,SP Narine,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,,64
Rajasthan Royals,6,3,0.1,5.1,mandatory,YBK Jaiswal,SP Narine,V Suryavanshi,4,0,4,,,,,,,,,,,,,,,,,,68
Rajasthan Royals,6,4,0.1,5.1,mandatory,YBK Jaiswal,SP Narine,V Suryavanshi,2,0,2,,,,,,,,,,,,,,,,,,70
Rajasthan Royals,6,5,0.1,5.1,mandatory,YBK Jaiswal,SP Narine,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,,71
Rajasthan Royals,6,6,0.1,5.1,mandatory,V Suryavanshi,SP Narine,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,71
Rajasthan Royals,7,1,0.1,5.1,mandatory,YBK Jaiswal,Kartik Tyagi,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,,71
Rajasthan Royals,7,2,0.1,5.1,mandatory,YBK Jaiswal,Kartik Tyagi,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,,72
Rajasthan Royals,7,3,0.1,5.1,mandatory,V Suryavanshi,Kartik Tyagi,YBK Jaiswal,4,0,4,,,,,,,,,,,,,,,,,,76
Rajasthan Royals,7,4,0.1,5.1,mandatory,V Suryavanshi,Kartik Tyagi,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,77
Rajasthan Royals,7,5,0.1,5.1,mandatory,YBK Jaiswal,Kartik Tyagi,V Suryavanshi,1,0,1,,,,,,,,,,,,,,,,,,78
Rajasthan Royals,7,6,0.1,5.1,mandatory,V Suryavanshi,Kartik Tyagi,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,79
Rajasthan Royals,8,1,0.1,5.1,mandatory,V Suryavanshi,CV Varun,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,80
Rajasthan Royals,8,2,0.1,5.1,mandatory,YBK Jaiswal,CV Varun,V Suryavanshi,0,0,0,,,,,,,,,,,,,,,,,,80
Rajasthan Royals,8,3,0.1,5.1,mandatory,YBK Jaiswal,CV Varun,V Suryavanshi,0,1,1,,1.0,,,,,,,,,,,,,,,,81
Rajasthan Royals,8,4,0.1,5.1,mandatory,V Suryavanshi,CV Varun,YBK Jaiswal,0,0,0,,,,,,,,,V Suryavanshi,caught,,,,,Ramandeep Singh,,,81
Rajasthan Royals,8,5,0.1,5.1,mandatory,Dhruv Jurel,CV Varun,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,81
Rajasthan Royals,8,6,0.1,5.1,mandatory,Dhruv Jurel,CV Varun,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,81
Rajasthan Royals,9,1,0.1,5.1,mandatory,YBK Jaiswal,Ramandeep Singh,Dhruv Jurel,1,0,1,,,,,,,,,,,,,,,,,,82
Rajasthan Royals,9,2,0.1,5.1,mandatory,Dhruv Jurel,Ramandeep Singh,YBK Jaiswal,2,0,2,,,,,,,,,,,,,,,,,,84
Rajasthan Royals,9,3,0.1,5.1,mandatory,Dhruv Jurel,Ramandeep Singh,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,85
Rajasthan Royals,9,4,0.1,5.1,mandatory,YBK Jaiswal,Ramandeep Singh,Dhruv Jurel,0,1,1,1.0,,,,,,,,,,,,,,,,,86
Rajasthan Royals,9,5,0.1,5.1,mandatory,YBK Jaiswal,Ramandeep Singh,Dhruv Jurel,6,0,6,,,,,,,,,,,,,,,,,,92
Rajasthan Royals,9,6,0.1,5.1,mandatory,YBK Jaiswal,Ramandeep Singh,Dhruv Jurel,0,1,1,1.0,,,,,,,,,,,,,,,,,93
Rajasthan Royals,9,7,0.1,5.1,mandatory,YBK Jaiswal,Ramandeep Singh,Dhruv Jurel,1,0,1,,,,,,,,,,,,,,,,,,94
Rajasthan Royals,9,8,0.1,5.1,mandatory,Dhruv Jurel,Ramandeep Singh,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,95
Rajasthan Royals,10,1,0.1,5.1,mandatory,Dhruv Jurel,CV Varun,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,96
Rajasthan Royals,10,2,0.1,5.1,mandatory,YBK Jaiswal,CV Varun,Dhruv Jurel,1,0,1,,,,,,,,,,,,,,,,,,97
Rajasthan Royals,10,3,0.1,5.1,mandatory,Dhruv Jurel,CV Varun,YBK Jaiswal,0,0,0,,,,,,,,,Dhruv Jurel,stumped,,,,,TL Seifert,,,97
Rajasthan Royals,10,4,0.1,5.1,mandatory,R Parag,CV Varun,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,97
Rajasthan Royals,10,5,0.1,5.1,mandatory,R Parag,CV Varun,YBK Jaiswal,0,0,0,,,,,,,,,,,,,,,,,,97
Rajasthan Royals,10,6,0.1,5.1,mandatory,R Parag,CV Varun,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,98
Rajasthan Royals,11,1,0.1,5.1,mandatory,R Parag,SP Narine,YBK Jaiswal,1,0,1,,,,,,,,,,,,,,,,,,99
Rajasthan Royals,11,2,0.1,5.1,mandatory,YBK Jaiswal,SP Narine,R Parag,0,0,0,,,,,,,,,YBK Jaiswal,caught,,,,,AM Rahane,,,99
Rajasthan Royals,11,3,0.1,5.1,mandatory,SO Hetmyer,SP Narine,R Parag,1,0,1,,,,,,,,,,,,,,,,,,100
Rajasthan Royals,11,4,0.1,5.1,mandatory,R Parag,SP Narine,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,101
Rajasthan Royals,11,5,0.1,5.1,mandatory,SO Hetmyer,SP Narine,R Parag,1,0,1,,,,,,,,,,,,,,,,,,102
Rajasthan Royals,11,6,0.1,5.1,mandatory,R Parag,SP Narine,SO Hetmyer,2,0,2,,,,,,,,,,,,,,,,,,104
Rajasthan Royals,12,1,0.1,5.1,mandatory,SO Hetmyer,CV Varun,R Parag,1,0,1,,,,,,,,,,,,,,,,,,105
Rajasthan Royals,12,2,0.1,5.1,mandatory,R Parag,CV Varun,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,106
Rajasthan Royals,12,3,0.1,5.1,mandatory,SO Hetmyer,CV Varun,R Parag,0,0,0,,,,,,,,,,,,,,,,,,106
Rajasthan Royals,12,4,0.1,5.1,mandatory,SO Hetmyer,CV Varun,R Parag,1,0,1,,,,,,,,,,,,,,,,,,107
Rajasthan Royals,12,5,0.1,5.1,mandatory,R Parag,CV Varun,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,108
Rajasthan Royals,12,6,0.1,5.1,mandatory,SO Hetmyer,CV Varun,R Parag,1,0,1,,,,,,,,,,,,,,,,,,109
Rajasthan Royals,13,1,0.1,5.1,mandatory,SO Hetmyer,Kartik Tyagi,R Parag,0,0,0,,,,,,,,,,,,,,,,,,109
Rajasthan Royals,13,2,0.1,5.1,mandatory,SO Hetmyer,Kartik Tyagi,R Parag,0,1,1,,1.0,,,,,,,,,,,,,,,,110
Rajasthan Royals,13,3,0.1,5.1,mandatory,R Parag,Kartik Tyagi,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,,110
Rajasthan Royals,13,4,0.1,5.1,mandatory,R Parag,Kartik Tyagi,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,111
Rajasthan Royals,13,5,0.1,5.1,mandatory,SO Hetmyer,Kartik Tyagi,R Parag,0,0,0,,,,,,,,,,,,,,,,,,111
Rajasthan Royals,13,6,0.1,5.1,mandatory,SO Hetmyer,Kartik Tyagi,R Parag,2,0,2,,,,,,,,,,,,,,,,,,113
Rajasthan Royals,14,1,0.1,5.1,mandatory,R Parag,CV Varun,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,,113
Rajasthan Royals,14,2,0.1,5.1,mandatory,R Parag,CV Varun,SO Hetmyer,0,0,0,,,Kolkata Knight Riders,HDPK Dharmasena,R Parag,struck down,wicket,,,,,,,,,,,113
Rajasthan Royals,14,3,0.1,5.1,mandatory,R Parag,CV Varun,SO Hetmyer,4,0,4,,,,,,,,,,,,,,,,,,117
Rajasthan Royals,14,4,0.1,5.1,mandatory,R Parag,CV Varun,SO Hetmyer,0,0,0,,,,,,,,,R Parag,bowled,,,,,,,,117
Rajasthan Royals,14,5,0.1,5.1,mandatory,D Ferreira,CV Varun,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,118
Rajasthan Royals,14,6,0.1,5.1,mandatory,SO Hetmyer,CV Varun,D Ferreira,0,0,0,,,,,,,,,,,,,,,,,,118
Rajasthan Royals,15,1,0.1,5.1,mandatory,D Ferreira,SP Narine,SO Hetmyer,0,0,0,,,,,,,,,,,A Raghuvanshi,CV Varun,Kolkata Knight Riders,impact_player,,,,118
Rajasthan Royals,15,2,0.1,5.1,mandatory,D Ferreira,SP Narine,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,,118
Rajasthan Royals,15,3,0.1,5.1,mandatory,D Ferreira,SP Narine,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,,118
Rajasthan Royals,15,4,0.1,5.1,mandatory,D Ferreira,SP Narine,SO Hetmyer,6,0,6,,,,,,,,,,,,,,,,,,124
Rajasthan Royals,15,5,0.1,5.1,mandatory,D Ferreira,SP Narine,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,,124
Rajasthan Royals,15,6,0.1,5.1,mandatory,D Ferreira,SP Narine,SO Hetmyer,0,0,0,,,,,,,,,D Ferreira,caught and bowled,,,,,,,,124
Rajasthan Royals,16,1,0.1,5.1,mandatory,SO Hetmyer,VG Arora,RA Jadeja,2,0,2,,,,,,,,,,,,,,,,,,126
Rajasthan Royals,16,2,0.1,5.1,mandatory,SO Hetmyer,VG Arora,RA Jadeja,1,0,1,,,,,,,,,,,,,,,,,,127
Rajasthan Royals,16,3,0.1,5.1,mandatory,RA Jadeja,VG Arora,SO Hetmyer,0,0,0,,,,,,,,,,,,,,,,,,127
Rajasthan Royals,16,4,0.1,5.1,mandatory,RA Jadeja,VG Arora,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,128
Rajasthan Royals,16,5,0.1,5.1,mandatory,SO Hetmyer,VG Arora,RA Jadeja,0,1,1,1.0,,,,,,,,,,,,,,,,,129
Rajasthan Royals,16,6,0.1,5.1,mandatory,SO Hetmyer,VG Arora,RA Jadeja,2,0,2,,,,,,,,,,,,,,,,,,131
Rajasthan Royals,16,7,0.1,5.1,mandatory,SO Hetmyer,VG Arora,RA Jadeja,1,0,1,,,,,,,,,,,,,,,,,,132
Rajasthan Royals,17,1,0.1,5.1,mandatory,SO Hetmyer,Ramandeep Singh,RA Jadeja,1,0,1,,,,,,,,,,,,,,,,,,133
Rajasthan Royals,17,2,0.1,5.1,mandatory,RA Jadeja,Ramandeep Singh,SO Hetmyer,2,0,2,,,,,,,,,,,,,,,,,,135
Rajasthan Royals,17,3,0.1,5.1,mandatory,RA Jadeja,Ramandeep Singh,SO Hetmyer,4,0,4,,,,,,,,,,,,,,,,,,139
Rajasthan Royals,17,4,0.1,5.1,mandatory,RA Jadeja,Ramandeep Singh,SO Hetmyer,0,1,1,1.0,,,,,,,,,,,,,,,,,140
Rajasthan Royals,17,5,0.1,5.1,mandatory,RA Jadeja,Ramandeep Singh,SO Hetmyer,0,1,1,1.0,,,,,,,,,,,,,,,,,141
Rajasthan Royals,17,6,0.1,5.1,mandatory,RA Jadeja,Ramandeep Singh,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,142
Rajasthan Royals,17,7,0.1,5.1,mandatory,SO Hetmyer,Ramandeep Singh,RA Jadeja,1,0,1,,,,,,,,,,,,,,,,,,143
Rajasthan Royals,17,8,0.1,5.1,mandatory,RA Jadeja,Ramandeep Singh,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,144
Rajasthan Royals,18,1,0.1,5.1,mandatory,RA Jadeja,Kartik Tyagi,SO Hetmyer,0,0,0,,,,,,,,,RA Jadeja,caught,,,,,C Green,,,144
Rajasthan Royals,18,2,0.1,5.1,mandatory,JC Archer,Kartik Tyagi,SO Hetmyer,0,1,1,1.0,,,,,,,,,,,,,,,,,145
Rajasthan Royals,18,3,0.1,5.1,mandatory,JC Archer,Kartik Tyagi,SO Hetmyer,1,0,1,,,,,,,,,,,,,,,,,,146
Rajasthan Royals,18,4,0.1,5.1,mandatory,SO Hetmyer,Kartik Tyagi,JC Archer,0,0,0,,,,,,,,,SO Hetmyer,caught,,,,,A Raghuvanshi,,,146
Rajasthan Royals,18,5,0.1,5.1,mandatory,Ravi Bishnoi,Kartik Tyagi,JC Archer,0,0,0,,,,,,,,,,,,,,,,,,146
Rajasthan Royals,18,6,0.1,5.1,mandatory,Ravi Bishnoi,Kartik Tyagi,JC Archer,0,0,0,,,,,,,,,Ravi Bishnoi,caught,,,,,TL Seifert,,,146
Rajasthan Royals,18,7,0.1,5.1,mandatory,Brijesh Sharma,Kartik Tyagi,JC Archer,0,0,0,,,,,,,,,,,,,,,,,,146
Rajasthan Royals,19,1,0.1,5.1,mandatory,JC Archer,VG Arora,Brijesh Sharma,2,0,2,,,,,,,,,,,,,,,,,,148
Rajasthan Royals,19,2,0.1,5.1,mandatory,JC Archer,VG Arora,Brijesh Sharma,1,0,1,,,,,,,,,,,,,,,,,,149
Rajasthan Royals,19,3,0.1,5.1,mandatory,Brijesh Sharma,VG Arora,JC Archer,0,0,0,,,,,,,,,,,,,,,,,,149
Rajasthan Royals,19,4,0.1,5.1,mandatory,Brijesh Sharma,VG Arora,JC Archer,1,0,1,,,,,,,,,,,,,,,,,,150
Rajasthan Royals,19,5,0.1,5.1,mandatory,JC Archer,VG Arora,Brijesh Sharma,4,0,4,,,,,,,,,,,,,,,,,,154
Rajasthan Royals,19,6,0.1,5.1,mandatory,JC Archer,VG Arora,Brijesh Sharma,0,1,1,,,,,,,,1.0,JC Archer,run out,,,,,TL Seifert,,,155
Rajasthan Royals,19,7,0.1,5.1,mandatory,JC Archer,VG Arora,Brijesh Sharma,0,1,1,,,,,,,,1.0,JC Archer,run out,,,,,VG Arora,,,156
Kolkata Knight Riders,0,1,0.1,5.6,mandatory,TL Seifert,JC Archer,AM Rahane,0,0,0,,,,,,,,,TL Seifert,bowled,,,,,,20.0,156.0,0
Kolkata Knight Riders,0,2,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,AM Rahane,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,0
Kolkata Knight Riders,0,3,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,AM Rahane,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,0
Kolkata Knight Riders,0,4,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,AM Rahane,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,0
Kolkata Knight Riders,0,5,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,AM Rahane,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,0
Kolkata Knight Riders,0,6,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,AM Rahane,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,1
Kolkata Knight Riders,0,7,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,AM Rahane,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,5
Kolkata Knight Riders,1,1,0.1,5.6,mandatory,AM Rahane,N Burger,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,5
Kolkata Knight Riders,1,2,0.1,5.6,mandatory,AM Rahane,N Burger,A Raghuvanshi,0,0,0,,,,,,,,,AM Rahane,caught,,,,,Dhruv Jurel,20.0,156.0,5
Kolkata Knight Riders,1,3,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,6
Kolkata Knight Riders,1,4,0.1,5.6,mandatory,A Raghuvanshi,N Burger,C Green,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,7
Kolkata Knight Riders,1,5,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,11
Kolkata Knight Riders,1,6,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,15
Kolkata Knight Riders,2,1,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,C Green,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,16
Kolkata Knight Riders,2,2,0.1,5.6,mandatory,C Green,JC Archer,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,20
Kolkata Knight Riders,2,3,0.1,5.6,mandatory,C Green,JC Archer,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,20
Kolkata Knight Riders,2,4,0.1,5.6,mandatory,C Green,JC Archer,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,20
Kolkata Knight Riders,2,5,0.1,5.6,mandatory,C Green,JC Archer,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,21
Kolkata Knight Riders,2,6,0.1,5.6,mandatory,A Raghuvanshi,JC Archer,C Green,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,21
Kolkata Knight Riders,3,1,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,22
Kolkata Knight Riders,3,2,0.1,5.6,mandatory,A Raghuvanshi,N Burger,C Green,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,22
Kolkata Knight Riders,3,3,0.1,5.6,mandatory,A Raghuvanshi,N Burger,C Green,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,23
Kolkata Knight Riders,3,4,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,23
Kolkata Knight Riders,3,5,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,6,0,6,,,,,,,,,,,,,,,,20.0,156.0,29
Kolkata Knight Riders,3,6,0.1,5.6,mandatory,C Green,N Burger,A Raghuvanshi,2,0,2,,,,,,,,,,,,,,,,20.0,156.0,31
Kolkata Knight Riders,4,1,0.1,5.6,mandatory,A Raghuvanshi,Ravi Bishnoi,C Green,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,32
Kolkata Knight Riders,4,2,0.1,5.6,mandatory,C Green,Ravi Bishnoi,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,36
Kolkata Knight Riders,4,3,0.1,5.6,mandatory,C Green,Ravi Bishnoi,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,36
Kolkata Knight Riders,4,4,0.1,5.6,mandatory,C Green,Ravi Bishnoi,A Raghuvanshi,0,1,1,1.0,,,,,,,,C Green,stumped,,,,,Dhruv Jurel,20.0,156.0,37
Kolkata Knight Riders,4,5,0.1,5.6,mandatory,R Powell,Ravi Bishnoi,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,38
Kolkata Knight Riders,4,6,0.1,5.6,mandatory,A Raghuvanshi,Ravi Bishnoi,R Powell,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,38
Kolkata Knight Riders,4,7,0.1,5.6,mandatory,A Raghuvanshi,Ravi Bishnoi,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,39
Kolkata Knight Riders,5,1,0.1,5.6,mandatory,A Raghuvanshi,Yash Raj Punja,R Powell,0,0,0,,,,,,,,,,,Yash Raj Punja,V Suryavanshi,Rajasthan Royals,impact_player,,20.0,156.0,39
Kolkata Knight Riders,5,2,0.1,5.6,mandatory,A Raghuvanshi,Yash Raj Punja,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,40
Kolkata Knight Riders,5,3,0.1,5.6,mandatory,R Powell,Yash Raj Punja,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,44
Kolkata Knight Riders,5,4,0.1,5.6,mandatory,R Powell,Yash Raj Punja,A Raghuvanshi,6,0,6,,,,,,,,,,,,,,,,20.0,156.0,50
Kolkata Knight Riders,5,5,0.1,5.6,mandatory,R Powell,Yash Raj Punja,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,50
Kolkata Knight Riders,5,6,0.1,5.6,mandatory,R Powell,Yash Raj Punja,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,51
Kolkata Knight Riders,6,1,0.1,5.6,mandatory,R Powell,RA Jadeja,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,51
